thing,avgListPrice,medianPrice,popularity,state,statecode,county,maptype,date,avgDate,medianDate,popularityDate
Columbia,156704,,44,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fergus,156628,,23,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Beckham,156538,133500,52,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Schenectady,156495,249000,27,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Barron,156424,,46,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Piscataquis,156418,,16,Maine,ME,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jones,156331,121000,101,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Screven,156276,85500,65,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Barry,156257,,20,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Benton,156198,64987,77,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marshall,156099,,8,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clarke,155729,110000,40,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sequoyah,155664,104000,33,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Henry,155503,88000,48,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montague,155478,,127,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Piatt,155380,,58,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pike,155347,,54,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dooly,155206,53750,140,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Callaway,155117,,28,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tift,155056,137750,79,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fall River,154969,,8,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Frontier,154916,,68,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Raleigh,154815,,9,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Livingston,154768,,90,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Willacy,154695,,112,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Carroll,154593,,96,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saline,154394,,14,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Henry,154393,,37,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dickey,154333,,14,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Seward,154221,,39,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Scott,154188,124500,45,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morgan,154055,128000,14,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Vernon,154033,,19,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Steuben,154026,92635,41,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Columbia,154022,,38,Washington,WA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Putnam,153982,,84,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
DeWitt,153914,,155,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cuyahoga,153900,124850,1,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Highlands,153869,116500,39,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Walthall,153860,,64,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Colfax,153857,,58,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Houston,153749,128000,22,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Burke,153733,120500,27,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bibb,153733,,45,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Big Horn,153722,,27,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ogle,153698,72500,22,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Forest,153553,,66,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cayuga,153548,270000,44,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pottawatomie,153340,,10,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mecosta,153292,115500,50,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lewis,153244,,34,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pendleton,153240,118050,70,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lincoln,153131,132500,10,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Vance,153060,97000,78,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mahnomen,153041,,85,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jasper,152909,,91,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Carroll,152580,51892,46,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tunica,152441,,48,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
McCurtain,152384,,25,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cleveland,152354,161000,53,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Thayer,152350,,78,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Catawba,152287,133500,31,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Panola,152245,,24,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kalkaska,152203,95000,55,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rawlins,152166,,90,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lafayette,152084,,69,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bladen,152000,,83,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Covington,151996,,51,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Landry,151933,,26,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pendleton,151925,,36,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montgomery,151915,66800,151,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Reeves,151837,,159,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fayette,151830,,54,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hardeman,151797,90000,39,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Laurens,151784,121750,55,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Schley,151767,64900,148,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Erie,151736,128750,22,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Black Hawk,151728,,5,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Power,151712,,12,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Houston,151704,,10,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pawnee,151676,,29,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Estill,151668,,81,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Howell,151514,,22,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson,151473,130000,31,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wadena,151467,,58,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Beaver,151420,126750,30,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Moore,151304,,203,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lee,151186,150000,37,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Candler,151147,83150,120,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Seneca,151119,110000,61,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Curry,151060,,19,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
McKinley,151010,,20,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bradford,151007,,53,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bleckley,150914,72031,113,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pike,150872,,44,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Columbia,150719,89000,48,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Columbia,150677,35000,33,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cleburne,150546,,39,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Adair,150502,98400,40,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
De Soto,150499,,31,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Decatur,150490,89500,91,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Androscoggin,150470,,8,Maine,ME,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chattooga,150417,79900,62,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morgan,150415,100000,65,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Butte,150342,,37,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fulton,150266,,32,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,150261,,58,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Holmes,150198,62550,65,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Barnwell,150190,,15,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Russell,150185,90000,60,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lincoln,150160,126500,45,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pike,150152,,65,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Otsego,150119,,57,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Scurry,150101,,131,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Yankton,150092,142500,14,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mercer,150024,130000,37,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ashland,150021,,48,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tazewell,149924,120000,10,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Shelby,149800,,166,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Portsmouth,149796,149000,31,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marion,149768,,1,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Etowah,149766,111300,17,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Falls,149730,,106,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Radford,149690,,88,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sabine,149538,,38,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cabell,149501,,18,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Keweenaw,149463,,76,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Summit,149382,131500,4,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Huntingdon,149319,100105,35,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tazewell,149288,77250,54,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wolfe,149270,,86,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Peoria,149149,113000,25,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dewey,149000,,39,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marathon,148946,75567,17,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Eaton,148931,130000,17,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Forrest,148890,,28,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ripley,148861,,76,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Baraga,148812,,83,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Greenwood,148782,70087,27,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Donley,148760,,217,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ochiltree,148757,,192,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Socorro,148702,,18,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mercer,148647,,67,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Taylor,148575,134250,33,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Smyth,148342,108000,73,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hancock,148316,,9,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Allen,148292,,34,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Menominee,148256,,79,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lake,148140,,16,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grayson,148066,,43,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pulaski,148031,85250,93,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tuscarawas,148005,111450,41,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Prairie,148003,,52,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cheyenne,147994,,31,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ashland,147982,56000,59,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cortland,147976,104500,53,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Alfalfa,147933,,73,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Butte,147905,,12,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Trimble,147822,,103,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jersey,147818,77000,43,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Beaver,147787,,25,Utah,UT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pike,147602,50000,86,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bamberg,147517,,45,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pottawattamie,147417,137250,4,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clinton,147409,175000,107,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Knox,147408,175000,42,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Harrison,147371,,41,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Indiana,147281,,38,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,147277,,58,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hot Spring,147241,,19,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rock,147196,132500,8,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lowndes,147100,,52,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cumberland,147021,128000,9,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Noxubee,147000,,66,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sac,146994,38500,78,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hampton,146987,40200,44,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Penobscot,146981,,3,Maine,ME,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Red Lake,146966,,87,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sumter,146964,91080,97,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Worth,146905,117500,117,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Covington,146817,129250,22,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clearwater,146792,,69,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cochise,146743,112000,7,Arizona,AZ,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Warren,146700,,17,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cheboygan,146678,,36,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Yuma,146670,95000,53,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Seminole,146664,84500,110,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chilton,146591,151900,41,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Oconto,146441,,53,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
White,146433,127150,11,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Trego,146414,,102,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Howard,146191,,117,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lenawee,146135,139000,23,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Maverick,146097,,162,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Taylor,146095,,62,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Phelps,146024,,25,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Howard,146020,,88,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pope,146013,112000,18,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Alleghany,145993,,58,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Macon,145983,117000,84,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson,145894,,37,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Orange,145892,,100,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crockett,145876,84900,94,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Adams,145654,117973,34,Washington,WA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Treutlen,145437,40000,153,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,145429,125000,26,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Stark,145416,125000,8,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Monroe,145304,151000,15,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,145283,47500,47,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kanabec,145266,,44,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Greene,145191,123000,23,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lee,145128,56750,30,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Yoakum,145066,,238,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pittsburg,144944,109000,14,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chester,144887,84500,78,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tioga,144837,82000,44,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Harrison,144805,265000,8,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dallam,144698,,214,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lander,144688,192000,15,Nevada,NV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Coos,144660,125066,9,New Hampshire,NH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pulaski,144581,110000,86,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Washington,144564,,69,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Deaf Smith,144480,,158,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lake,144457,,30,Oregon,OR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Halifax,144432,,71,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ozark,144411,,70,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,144360,75000,78,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Southampton,144319,145000,80,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Whitley,144249,,26,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Carbon,144178,127000,18,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Henderson,144145,101000,63,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sangamon,144086,127500,12,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Choctaw,144008,85500,46,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Blair,143870,116000,31,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gadsden,143858,80000,52,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montgomery,143811,,45,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Logan,143697,,49,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Columbus,143685,,48,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Atoka,143673,,28,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Essex,143651,99500,12,Vermont,VT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Price,143629,90500,55,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Davidson,143467,120000,40,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lucas,143417,121000,25,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fond du Lac,143345,,16,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Muskegon,143221,114500,19,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Trinity,143108,,132,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Charles Mix,143088,,23,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Beaver,143050,,66,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pocahontas,143047,,13,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Adams,143045,,22,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Spencer,142997,,65,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
