thing,avgListPrice,medianPrice,popularity,state,statecode,county,maptype,date,avgDate,medianDate,popularityDate
Grant,121466,53000,65,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lincoln,121458,,11,Nevada,NV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dickinson,121399,,28,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Coke,121398,,226,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Robeson,121382,,63,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clinton,121352,91350,29,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Livingston,121272,112000,55,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Madison,121252,88500,7,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hamlin,121227,,40,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dickinson,121087,,75,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Coffey,121024,,46,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Iosco,120980,56500,44,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Summers,120969,,35,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cherokee,120950,,26,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
HABERSHAM,120900,,,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Whitley,120768,,30,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Henry,120764,,74,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Barton,120729,,32,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Nash,120708,120500,41,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marengo,120692,,61,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chenango,120588,75000,50,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wise,120544,61000,81,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lanier,120488,114500,124,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Boone,120427,,46,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hempstead,120400,74750,51,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Johnston,120390,139900,64,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Guernsey,120342,123250,66,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ionia,120340,87000,30,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Osborne,120322,,63,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Shelby,120209,,32,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hardin,120203,92900,64,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pemiscot,120200,,93,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Christian,120024,86500,17,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Langlade,120015,,60,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Joseph,120008,,5,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lenoir,119963,28850,68,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dixon,119949,,43,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Huron,119930,,55,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Archer,119875,,168,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Izard,119772,,40,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hale,119761,,151,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Richmond,119518,118250,15,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kidder,119250,,42,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cooper,119233,,64,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Arenac,119232,,78,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Benton,119204,,30,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cook,119156,61500,111,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cottonwood,119121,,63,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Henry,119016,,53,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montgomery,118965,274000,5,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Calhoun,118926,104000,12,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sullivan,118912,,81,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Maries,118868,,106,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kay,118862,86000,51,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chemung,118720,133500,51,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Taylor,118700,,40,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Meigs,118699,35000,82,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Yell,118685,,29,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Henry,118672,112500,32,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fayette,118644,65000,20,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clark,118623,88250,52,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,118534,,53,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Toole,118467,,31,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Box Butte,118446,,30,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Scott,118307,71450,95,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Thomas,118303,,41,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,118215,28000,46,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wetzel,118144,,47,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hughes,118117,,47,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Oliver,118000,,53,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Nicholas,117966,,109,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Newaygo,117946,,24,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Humboldt,117888,,62,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,117831,,56,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Woods,117779,,54,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crenshaw,117754,1319900,57,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montgomery,117727,,40,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pickens,117705,,53,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jasper,117658,77000,15,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Otero,117626,81000,46,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Garfield,117504,105000,36,Washington,WA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lawrence,117407,,53,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Coffee,117379,99000,86,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Evans,117368,76500,158,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Coryell,117263,,22,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson,117262,75000,54,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Broome,117191,102900,26,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Genesee,117159,105000,59,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Roscommon,117086,89999,29,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Nobles,116984,,54,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Nolan,116906,,160,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Phelps,116833,113000,47,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grundy,116816,,69,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lewis,116816,73500,74,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Graves,116756,,54,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
DeKalb,116631,,31,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Washington,116562,,48,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Clair,116551,130000,9,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,116442,290000,1,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Evangeline,116332,,46,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Union,116267,,72,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Knox,116239,,67,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Webster,116214,98000,110,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chickasaw,116138,,68,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ohio,115818,,65,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cedar,115737,,56,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marion,115691,75000,55,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chickasaw,115681,,93,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Union,115679,118000,59,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mississippi,115634,,42,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Vigo,115622,,22,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kiowa,115593,,69,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dale,115537,42020,29,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wilbarger,115534,,143,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Greenlee,115529,51750,15,Arizona,AZ,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lewis,115436,80000,86,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Alamosa,115430,151000,44,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Daviess,115418,,85,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Knox,115398,72000,39,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Scioto,115231,90000,59,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,115220,,37,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mercer,115215,,12,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wapello,115170,,20,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lawrence,115163,,29,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Luna,115157,,22,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Adair,115136,114000,41,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Muskogee,115100,104000,20,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Baca,115000,54200,59,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mitchell,114979,,49,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Reno,114942,,11,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Atchison,114931,,84,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gibson,114907,,63,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crawford,114831,,77,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Monroe,114828,,87,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Conway,114785,32500,50,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Emmet,114705,,60,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Warren,114704,,53,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clark,114694,,64,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,114515,,44,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Newton,114500,,52,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jasper,114487,,67,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sierra,114444,,23,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hale,114234,,56,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Randolph,114175,42500,133,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Putnam,114090,,110,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Forest,114007,,45,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Traill,114000,,22,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marshall,114000,,73,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Nodaway,113882,,82,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Schoolcraft,113841,,73,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Henry,113680,84000,97,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
West Carroll,113607,,61,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Scott,113584,,44,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Boyd,113524,87900,38,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bell,113514,,58,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Aroostook,113493,,13,Maine,ME,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
La Salle,113447,112500,16,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Washington,113362,75000,59,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Williams,113348,86250,70,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,113342,,77,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ware,113290,82000,31,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montmorency,113218,,77,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wright,113163,,59,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rock Island,113144,,21,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wabash,113057,,81,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sevier,113045,,20,Utah,UT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Douglas,112980,,63,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Whiteside,112917,37500,31,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wyandot,112795,,85,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Calhoun,112770,57500,73,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clarke,112686,,70,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Washington,112625,,32,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crawford,112563,70500,42,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Comanche,112533,107880,8,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Shackelford,112488,,146,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bent,112318,61250,49,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Livingston,112228,,61,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Calhoun,112177,105000,22,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clark,111952,103000,22,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Haywood,111904,95000,70,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Logan,111898,,39,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Carroll,111881,,54,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Spalding,111875,113000,48,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Armstrong,111735,92450,49,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mahaska,111687,,36,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Douglas,111653,,21,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hutchinson,111612,57500,27,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Arkansas,111497,92500,36,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Perry,111416,,38,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rock,111387,105000,67,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Allen,111275,109164,80,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mason,111216,,32,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ballard,111109,106950,98,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Garvin,111091,94000,37,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cedar,111050,,24,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rooks,111000,,75,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grundy,110975,,91,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pipestone,110944,,72,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Letcher,110927,,105,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Vernon,110798,,73,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kiowa,110750,,69,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Shoshone,110742,,11,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mitchell,110729,50250,90,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gilmer,110700,,51,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,110578,,24,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Perry,110543,,83,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Shiawassee,110527,103200,26,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gray,110487,,148,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montcalm,110457,105250,32,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Catahoula,110433,,63,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Telfair,110399,60000,131,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Monroe,110394,,89,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,110268,90000,46,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Moniteau,110248,,86,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lunenburg,110105,53100,101,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,110014,,40,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Stoddard,110001,,47,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Judith Basin,109916,,43,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fulton,109880,,49,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dawson,109877,,208,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Butler,109821,,38,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hickory,109812,,68,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ashley,109809,55000,57,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wyandotte,109772,,6,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Johnson,109749,,56,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bailey,109736,,218,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Moody,109675,,26,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Thurston,109600,,66,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hancock,109481,77500,22,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Macon,109470,,50,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gilliam,109468,,34,Oregon,OR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Union,109410,,92,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dallas,109388,86350,47,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Little River,109340,,48,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jim Hogg,109241,,176,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Winkler,109212,,190,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lawrence,109155,,58,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Prowers,109040,57500,55,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Orange,109026,,64,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hancock,109024,,65,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Denali,109000,,14,Alaska,AK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lee,108991,88000,105,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marshall,108969,152250,19,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pratt,108953,,49,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gallatin,108937,,83,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Geneva,108867,87000,34,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Monroe,108818,,108,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Crawford,108810,35200,61,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Montgomery,108777,,62,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Caribou,108716,,33,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Golden Valley,108711,,45,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Osceola,108612,,67,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Winnebago,108607,105000,8,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
