"id","firstname","midname","lastname","ftin","feet","inches","meters","gender"
"389","Lauryn",,"Hill","5ft 2.5in","5","2.500","1.587500","F"
"390","Jordan",,"Hinson","5ft 2.5in","5","2.500","1.587500","F"
"391","Felicity",,"Jones","5ft 2.5in","5","2.500","1.587500","F"
"392","Sabrina",,"Lloyd","5ft 2.5in","5","2.500","1.587500","F"
"393","Lisa",,"Loeb","5ft 2.5in","5","2.500","1.587500","F"
"394","Demi",,"Lovato","5ft 2.5in","5","2.500","1.587500","F"
"395","Evanna",,"Lynch","5ft 2.5in","5","2.500","1.587500",
"396","Vanessa",,"Marano","5ft 2.5in","5","2.500","1.587500","F"
"397","Kelly",,"McDonald","5ft 2.5in","5","2.500","1.587500","F"
"398","Kristy",,"McNichol","5ft 2.5in","5","2.500","1.587500","F"
"399","Rachel",,"Miner","5ft 2.5in","5","2.500","1.587500","F"
"400","Dudley",,"Moore","5ft 2.5in","5","2.500","1.587500","M"
"401","Naoko",,"Mori","5ft 2.5in","5","2.500","1.587500","F"
"402","Elisabeth",,"Moss","5ft 2.5in","5","2.500","1.587500","F"
"403","Brittany",,"Murphy","5ft 2.5in","5","2.500","1.587500","F"
"404","Becki",,"Newton","5ft 2.5in","5","2.500","1.587500",
"405","Emily",,"Osment","5ft 2.5in","5","2.500","1.587500","F"
"406","Sarah","Jessica","Parker","5ft 2.5in","5","2.500","1.587500","F"
"407","Gail",,"Porter","5ft 2.5in","5","2.500","1.587500","F"
"408","Rachael",,"Ray","5ft 2.5in","5","2.500","1.587500","F"
"409","Elizabeth",,"Reaser","5ft 2.5in","5","2.500","1.587500","F"
"410","Judy",,"Reyes","5ft 2.5in","5","2.500","1.587500","F"
"411","Kelly",,"Ripa","5ft 2.5in","5","2.500","1.587500","F"
"412","Britt",,"Robertson","5ft 2.5in","5","2.500","1.587500","F"
"413","Katie",,"Saylor","5ft 2.5in","5","2.500","1.587500","F"
"414","Jessica",,"Simpson","5ft 2.5in","5","2.500","1.587500","F"
"415","Brittany",,"Snow","5ft 2.5in","5","2.500","1.587500","F"
"416","Tara",,"Strong","5ft 2.5in","5","2.500","1.587500","F"
"417","Una",,"Stubbs","5ft 2.5in","5","2.500","1.587500","F"
"418","Raven",,"Symone","5ft 2.5in","5","2.500","1.587500","F"
"419","Juno",,"Temple","5ft 2.5in","5","2.500","1.587500","F"
"420","Toni",,"Trucks","5ft 2.5in","5","2.500","1.587500","F"
"421","Rachel",,"True","5ft 2.5in","5","2.500","1.587500","F"
"422","Bonnie",,"Tyler","5ft 2.5in","5","2.500","1.587500","F"
"423","Nora",,"Zehetner","5ft 2.5in","5","2.500","1.587500","F"
"424","Constance",,"Zimmer","5ft 2.5in","5","2.500","1.587500","F"
"425","Julia","Louis","Dreyfus","5ft 2.75in","5","2.750","1.593850","F"
"426","Lisa",,"Vidal","5ft 2.75in","5","2.750","1.593850","F"
"427","Amy",,"Winehouse","5ft 2.75in","5","2.750","1.593850","F"
"428","Ashanti",,,"5ft 3in","5","3.000","1.600200","F"
"429","Ling",,"Bai","5ft 3in","5","3.000","1.600200","F"
"430","Drew",,"Barrymore","5ft 3in","5","3.000","1.600200","M"
"431","Kathy",,"Bates","5ft 3in","5","3.000","1.600200","F"
"432","Naima",,"Belkhaiti","5ft 3in","5","3.000","1.600200",
"433","Anna",,"Belknap","5ft 3in","5","3.000","1.600200","F"
"434","Mary","Kay","Bergman","5ft 3in","5","3.000","1.600200","F"
"435","Crystal",,"Bernard","5ft 3in","5","3.000","1.600200","F"
"436","Valerie",,"Bertinelli","5ft 3in","5","3.000","1.600200","F"
"437","Sofia","Black","D'Elia","5ft 3in","5","3.000","1.600200","F"
"438","Jessica",,"Bowman","5ft 3in","5","3.000","1.600200","F"
"439","Leah",,"Bracknell","5ft 3in","5","3.000","1.600200","F"
"440","Alice",,"Braga","5ft 3in","5","3.000","1.600200","F"
"441","Louise",,"Brealey","5ft 3in","5","3.000","1.600200","F"
"442","Dannielle",,"Brent","5ft 3in","5","3.000","1.600200",
"443","Liz","May","Brice","5ft 3in","5","3.000","1.600200","F"
"444","Alison",,"Brie","5ft 3in","5","3.000","1.600200","F"
"445","Keisha",,"Buchanan","5ft 3in","5","3.000","1.600200","F"
"446","Cordelia",,"Bugeja","5ft 3in","5","3.000","1.600200","F"
"447","Kathy",,"Burke","5ft 3in","5","3.000","1.600200","F"
"448","Clare",,"Calbraith","5ft 3in","5","3.000","1.600200","F"
"449","Irene",,"Cara","5ft 3in","5","3.000","1.600200","F"
"450","Linda",,"Cardellini","5ft 3in","5","3.000","1.600200","F"
"451","Kristin",,"Cavallari","5ft 3in","5","3.000","1.600200","F"
"452","Stockard",,"Channing","5ft 3in","5","3.000","1.600200",
"453","Emmanuelle",,"Chriqui","5ft 3in","5","3.000","1.600200","F"
"454","Julie",,"Christie","5ft 3in","5","3.000","1.600200","F"
"455","Cheryl",,"Cole","5ft 3in","5","3.000","1.600200","F"
"456","Scout","Taylor","Compton","5ft 3in","5","3.000","1.600200","F"
"457","Yvonne",,"Craig","5ft 3in","5","3.000","1.600200","F"
"458","Sheryl",,"Crow","5ft 3in","5","3.000","1.600200","F"
"459","Maddy",,"Curley","5ft 3in","5","3.000","1.600200","F"
"460","Jane",,"Danson","5ft 3in","5","3.000","1.600200","F"
"461","Ken",,"Davitian","5ft 3in","5","3.000","1.600200","M"
"462","Diana",,"DeGarmo","5ft 3in","5","3.000","1.600200","F"
"463","Sandra",,"Dickinson","5ft 3in","5","3.000","1.600200","F"
"464","Ami",,"Dolenz","5ft 3in","5","3.000","1.600200","F"
"465","Olympia",,"Dukakis","5ft 3in","5","3.000","1.600200","F"
"466","Beatie",,"Edney","5ft 3in","5","3.000","1.600200",
"467","Skye",,"Edwards","5ft 3in","5","3.000","1.600200","F"
"468","Janet",,"Ellis","5ft 3in","5","3.000","1.600200","F"
"469","Dakota",,"Fanning","5ft 3in","5","3.000","1.600200","F"
"470","Glenda",,"Farrell","5ft 3in","5","3.000","1.600200","F"
"471","Farah",,"Fath","5ft 3in","5","3.000","1.600200","F"
"472","Tovah",,"Feldshuh","5ft 3in","5","3.000","1.600200","F"
"473","Sherilyn",,"Fenn","5ft 3in","5","3.000","1.600200","F"
"474","Conchata",,"Ferrell","5ft 3in","5","3.000","1.600200",
"475","Helen",,"Flanagan","5ft 3in","5","3.000","1.600200","F"
"476","Jodie",,"Foster","5ft 3in","5","3.000","1.600200","F"
"477","Bonnie",,"Franklin","5ft 3in","5","3.000","1.600200","F"
"478","Bonita",,"Friedericy","5ft 3in","5","3.000","1.600200","F"
"479","Jo",,"Frost","5ft 3in","5","3.000","1.600200","F"
"480","Isabelle",,"Fuhrman","5ft 3in","5","3.000","1.600200","F"
"481","Sarah",,"Gadon","5ft 3in","5","3.000","1.600200","F"
"482","Bronagh",,"Gallagher","5ft 3in","5","3.000","1.600200","F"
"483","Kate",,"Garraway","5ft 3in","5","3.000","1.600200","F"
"484","Meagan",,"Good","5ft 3in","5","3.000","1.600200","F"
"485","Seth",,"Green","5ft 3in","5","3.000","1.600200","M"
"486","Jennifer",,"Grey","5ft 3in","5","3.000","1.600200","F"
"487","Kathy",,"Griffin","5ft 3in","5","3.000","1.600200","F"
"488","Shenae",,"Grimes","5ft 3in","5","3.000","1.600200",
"489","Vida",,"Guerra","5ft 3in","5","3.000","1.600200","F"
"490","Sally",,"Hawkins","5ft 3in","5","3.000","1.600200","F"
"491","Melvyn",,"Hayes","5ft 3in","5","3.000","1.600200","M"
"492","Florence",,"Henderson","5ft 3in","5","3.000","1.600200","F"
"493","Kelly",,"Holmes","5ft 3in","5","3.000","1.600200","F"
"494","Julianne",,"Hough","5ft 3in","5","3.000","1.600200","F"
"495","Miko",,"Hughes","5ft 3in","5","3.000","1.600200",
"496","Kim",,"Hunter","5ft 3in","5","3.000","1.600200","F"
"497","Olivia",,"Hussey","5ft 3in","5","3.000","1.600200","F"
"498","Natalie",,"Imbruglia","5ft 3in","5","3.000","1.600200","F"
"499","Jenna",,"Jameson","5ft 3in","5","3.000","1.600200","F"
"500","Jennifer","Jason","Leigh","5ft 3in","5","3.000","1.600200","F"
"501","Ashley",,"Jensen","5ft 3in","5","3.000","1.600200","F"
"502","Scarlett",,"Johansson","5ft 3in","5","3.000","1.600200","F"
"503","Davy",,"Jones","5ft 3in","5","3.000","1.600200","M"
"504","Rashida",,"Jones","5ft 3in","5","3.000","1.600200","F"
"505","Malese",,"Jow","5ft 3in","5","3.000","1.600200",
"506","Emily",,"Joyce","5ft 3in","5","3.000","1.600200","F"
"507","Mindy",,"Kaling","5ft 3in","5","3.000","1.600200","F"
"508","Kerry",,"Katona","5ft 3in","5","3.000","1.600200","F"
"509","Q'Orianka",,"Kilcher","5ft 3in","5","3.000","1.600200",
"510","Regina",,"King","5ft 3in","5","3.000","1.600200","F"
"511","Kristin",,"Kreuk","5ft 3in","5","3.000","1.600200","F"
"512","Michelle",,"Krusiec","5ft 3in","5","3.000","1.600200","F"
"513","Valerie",,"Landsburg","5ft 3in","5","3.000","1.600200","F"
"514","Cyndi",,"Lauper","5ft 3in","5","3.000","1.600200","F"
"515","Linda",,"Lavin","5ft 3in","5","3.000","1.600200","F"
"516","Bethany","Joy","Lenz","5ft 3in","5","3.000","1.600200","F"
"517","Jennifer",,"Lien","5ft 3in","5","3.000","1.600200","F"
"518","Iyari",,"Limon","5ft 3in","5","3.000","1.600200",
"519","Nils",,"Lofgren","5ft 3in","5","3.000","1.600200","M"
"520","Gina",,"Lollobrigida","5ft 3in","5","3.000","1.600200","F"
"521","Peter",,"Lorre","5ft 3in","5","3.000","1.600200","M"
"522","Natasha",,"Lyonne","5ft 3in","5","3.000","1.600200","F"
"523","Vanessa",,"Mae","5ft 3in","5","3.000","1.600200","F"
"524","Kate",,"Mara","5ft 3in","5","3.000","1.600200","F"
"525","Rooney",,"Mara","5ft 3in","5","3.000","1.600200",
"526","Vanessa",,"Marcil","5ft 3in","5","3.000","1.600200","F"
"527","Charlotte",,"Martin","5ft 3in","5","3.000","1.600200","F"
"528","Heather",,"Matarazzo","5ft 3in","5","3.000","1.600200","F"
"529","Marlee",,"Matlin","5ft 3in","5","3.000","1.600200","F"
"530","Maureen",,"McCormick","5ft 3in","5","3.000","1.600200","F"
"531","Helen",,"McCrory","5ft 3in","5","3.000","1.600200","F"
"532","Rose",,"McGowan","5ft 3in","5","3.000","1.600200","F"
"533","Colleen",,"McLoughlin","5ft 3in","5","3.000","1.600200","F"
"534","Daniella",,"Monet","5ft 3in","5","3.000","1.600200","F"
"535","Erin",,"Moran","5ft 3in","5","3.000","1.600200","F"
"536","Marguerite",,"Moreau","5ft 3in","5","3.000","1.600200","F"
"537","Chloe",,"Moretz","5ft 3in","5","3.000","1.600200","F"
"538","Pat",,"Morita","5ft 3in","5","3.000","1.600200","F"
"539","Ellen",,"Muth","5ft 3in","5","3.000","1.600200","F"
"540","Ming",,"Na","5ft 3in","5","3.000","1.600200","F"
"541","Elise",,"Neal","5ft 3in","5","3.000","1.600200","F"
"542","Jaime","Ray","Newman","5ft 3in","5","3.000","1.600200","F"
"543","Thandie",,"Newton","5ft 3in","5","3.000","1.600200",
"544","Nichelle",,"Nichols","5ft 3in","5","3.000","1.600200",
"545","Nora","Jane","Noone","5ft 3in","5","3.000","1.600200","F"
"546","Jill",,"Novick","5ft 3in","5","3.000","1.600200","F"
"547","Bill",,"Oddie","5ft 3in","5","3.000","1.600200","M"
"548","Valery",,"Ortiz","5ft 3in","5","3.000","1.600200","M"
"549","Elsa",,"Pataky","5ft 3in","5","3.000","1.600200","F"
"550","Jacqueline",,"Pearce","5ft 3in","5","3.000","1.600200","F"
"551","Emma",,"Pierson","5ft 3in","5","3.000","1.600200","F"
"552","Pink",,,"5ft 3in","5","3.000","1.600200",
"553","Natalie",,"Portman","5ft 3in","5","3.000","1.600200","F"
"554","Annie",,"Potts","5ft 3in","5","3.000","1.600200","F"
"555","Caroline",,"Quentin","5ft 3in","5","3.000","1.600200","F"
"556","Laura",,"Ramsey","5ft 3in","5","3.000","1.600200","F"
"557","Louise","Nurding","Redknapp","5ft 3in","5","3.000","1.600200","F"
"558","Leah",,"Remini","5ft 3in","5","3.000","1.600200","F"
"559","Fay",,"Ripley","5ft 3in","5","3.000","1.600200","F"
"560","Chita",,"Rivera","5ft 3in","5","3.000","1.600200","F"
"561","Holland",,"Roden","5ft 3in","5","3.000","1.600200",
"562","Jemima",,"Rooper","5ft 3in","5","3.000","1.600200","F"
"563","Charlotte",,"Ross","5ft 3in","5","3.000","1.600200","F"
"564","Winona",,"Ryder","5ft 3in","5","3.000","1.600200","F"
"565","Ludivine",,"Sagnier","5ft 3in","5","3.000","1.600200","F"
"566","Julia",,"Sawalha","5ft 3in","5","3.000","1.600200","F"
"567","Prunella",,"Scales","5ft 3in","5","3.000","1.600200","F"
"568","Martin",,"Scorsese","5ft 3in","5","3.000","1.600200","M"
"569","Elisabeth",,"Shue","5ft 3in","5","3.000","1.600200","F"
"570","Jamie","Lynn","Sigler","5ft 3in","5","3.000","1.600200","F"
"571","Nancy",,"Sinatra","5ft 3in","5","3.000","1.600200","F"
"572","Marina",,"Sirtis","5ft 3in","5","3.000","1.600200","F"
"573","Shawnee",,"Smith","5ft 3in","5","3.000","1.600200","F"
"574","Tara","Spencer","Nairn","5ft 3in","5","3.000","1.600200","F"
"575","Dusty",,"Springfield","5ft 3in","5","3.000","1.600200","F"
"576","Dawn",,"Steele","5ft 3in","5","3.000","1.600200","F"
"577","Angie",,"Stone","5ft 3in","5","3.000","1.600200","F"
"578","Lauren",,"Storm","5ft 3in","5","3.000","1.600200","F"
"579","Kirsten",,"Storms","5ft 3in","5","3.000","1.600200","F"
"580","Tinchy",,"Stryder","5ft 3in","5","3.000","1.600200",
"581","Audrey",,"Tautou","5ft 3in","5","3.000","1.600200","F"
"582","Olivia",,"Thirlby","5ft 3in","5","3.000","1.600200","F"
"583","Lea",,"Thompson","5ft 3in","5","3.000","1.600200","F"
"584","Ashley",,"Tisdale","5ft 3in","5","3.000","1.600200","F"
"585","Darlene",,"Tompkins","5ft 3in","5","3.000","1.600200","F"
"586","Lacey",,"Turner","5ft 3in","5","3.000","1.600200","F"
"587","Carrie",,"Underwood","5ft 3in","5","3.000","1.600200","F"
"588","Dita","Von","Teese","5ft 3in","5","3.000","1.600200",
"589","Julie",,"Walters","5ft 3in","5","3.000","1.600200","F"
"590","Alfre",,"Woodard","5ft 3in","5","3.000","1.600200",
"591","Jillian",,"Barberie","5ft 3.25in","5","3.250","1.606550","F"
"592","Vanessa",,"Paradis","5ft 3.25in","5","3.250","1.606550","F"
"593","Annabella",,"Sciorra","5ft 3.25in","5","3.250","1.606550","F"
"594","Amy",,"Adams","5ft 3.5in","5","3.500","1.612900","F"
"595","Samaire",,"Armstrong","5ft 3.5in","5","3.500","1.612900",
"596","Angela",,"Bassett","5ft 3.5in","5","3.500","1.612900","F"
"597","Kate",,"Beahan","5ft 3.5in","5","3.500","1.612900","F"
"598","Bonnie",,"Bedelia","5ft 3.5in","5","3.500","1.612900","F"
"599","Julie",,"Benz","5ft 3.5in","5","3.500","1.612900","F"
"600","Kate",,"Bush","5ft 3.5in","5","3.500","1.612900","F"
"601","Matt",,"Bush","5ft 3.5in","5","3.500","1.612900","M"
"602","Emma",,"Caulfield","5ft 3.5in","5","3.500","1.612900","F"
"603","Kelly",,"Clarkson","5ft 3.5in","5","3.500","1.612900","F"
"604","Claire",,"Coffee","5ft 3.5in","5","3.500","1.612900","F"
"605","Bette",,"Davis","5ft 3.5in","5","3.500","1.612900","F"
"606","Sammy","Davis","Jr","5ft 3.5in","5","3.500","1.612900","F"
"607","Kat",,"Dennings","5ft 3.5in","5","3.500","1.612900","F"
"608","Joyce",,"DeWitt","5ft 3.5in","5","3.500","1.612900","F"
"609","Jermaine",,"Dupri","5ft 3.5in","5","3.500","1.612900","M"
"610","Susan",,"Egan","5ft 3.5in","5","3.500","1.612900","F"
"611","Ruth",,"England","5ft 3.5in","5","3.500","1.612900","F"
"612","Barbara","Bel","Geddes","5ft 3.5in","5","3.500","1.612900","F"
"613","Jessalyn",,"Gilsig","5ft 3.5in","5","3.500","1.612900","F"
"614","Valerie",,"Gogan","5ft 3.5in","5","3.500","1.612900","F"
"615","Tracey",,"Gold","5ft 3.5in","5","3.500","1.612900","F"
"616","Lucy",,"Gutteridge","5ft 3.5in","5","3.500","1.612900","F"
"617","Deborah",,"Harry","5ft 3.5in","5","3.500","1.612900","F"
"618","Lucy","Jo","Hudson","5ft 3.5in","5","3.500","1.612900","F"
"619","Janet",,"Jackson","5ft 3.5in","5","3.500","1.612900","F"
"620","JoJo",,,"5ft 3.5in","5","3.500","1.612900","F"
"621","Gladys",,"Knight","5ft 3.5in","5","3.500","1.612900","F"
"622","Ricki",,"Lake","5ft 3.5in","5","3.500","1.612900","F"
"623","Heather",,"Langenkamp","5ft 3.5in","5","3.500","1.612900","F"
"624","Amy",,"Lee","5ft 3.5in","5","3.500","1.612900","F"
"625","Vivien",,"Leigh","5ft 3.5in","5","3.500","1.612900","F"
"626","Madonna",,,"5ft 3.5in","5","3.500","1.612900","F"
"627","Mia",,"Maestro","5ft 3.5in","5","3.500","1.612900","F"
"628","Lauren",,"Maltby","5ft 3.5in","5","3.500","1.612900","F"
"629","Hayley",,"Mills","5ft 3.5in","5","3.500","1.612900","F"
"630","Julianne",,"Moore","5ft 3.5in","5","3.500","1.612900","F"
"631","Niecy",,"Nash","5ft 3.5in","5","3.500","1.612900",
"632","Marie",,"Osmond","5ft 3.5in","5","3.500","1.612900","F"
"633","Patton",,"Oswalt","5ft 3.5in","5","3.500","1.612900","M"
"634","Anna",,"Popplewell","5ft 3.5in","5","3.500","1.612900","F"
"635","Priscilla",,"Presley","5ft 3.5in","5","3.500","1.612900","F"
"636","Autumn",,"Reeser","5ft 3.5in","5","3.500","1.612900","F"
"637","Amerie",,"Rogers","5ft 3.5in","5","3.500","1.612900",
"638","Emma",,"Samms","5ft 3.5in","5","3.500","1.612900","F"
"639","Leo",,"Sayer","5ft 3.5in","5","3.500","1.612900","M"
"640","Jane",,"Seymour","5ft 3.5in","5","3.500","1.612900","F"
"641","Sarah",,"Shahi","5ft 3.5in","5","3.500","1.612900","F"
"642","George","E.","Stone","5ft 3.5in","5","3.500","1.612900","M"
"643","Elizabeth",,"Taylor","5ft 3.5in","5","3.500","1.612900","F"
"644","Bella",,"Thorne","5ft 3.5in","5","3.500","1.612900","F"
"645","Alessandra",,"Torresani","5ft 3.5in","5","3.500","1.612900","F"
"646","Keegan","Connor","Tracy","5ft 3.5in","5","3.500","1.612900","M"
"647","Lana",,"Turner","5ft 3.5in","5","3.500","1.612900","F"
"648","Shania",,"Twain","5ft 3.5in","5","3.500","1.612900","F"
"649","Bobby",,"Valentino","5ft 3.5in","5","3.500","1.612900","M"
"650","Lynn",,"Whitfield","5ft 3.5in","5","3.500","1.612900","F"
"651","Sarah",,"Alexander","5ft 3.75in","5","3.750","1.619250","F"
"652","Shari",,"Belafonte","5ft 3.75in","5","3.750","1.619250","F"
"653","Cecilia",,"Cara","5ft 3.75in","5","3.750","1.619250","F"
"654","Bo",,"Derek","5ft 3.75in","5","3.750","1.619250","F"
"655","Frances",,"Fisher","5ft 3.75in","5","3.750","1.619250","F"
"656","Roberta",,"Flack","5ft 3.75in","5","3.750","1.619250","F"
"657","Anna",,"Friel","5ft 3.75in","5","3.750","1.619250","F"
"658","Beverley",,"Knight","5ft 3.75in","5","3.750","1.619250","F"
"659","Annette",,"O'Toole","5ft 3.75in","5","3.750","1.619250","F"
"660","Romy",,"Schneider","5ft 3.75in","5","3.750","1.619250","F"
"661","Eriko",,"Tamura","5ft 3.75in","5","3.750","1.619250",
"662","Khandi",,"Alexander","5ft 4in","5","4.000","1.625600",
"663","Kristian",,"Alfonso","5ft 4in","5","4.000","1.625600","M"
"664","Tatyana",,"Ali","5ft 4in","5","4.000","1.625600","F"
"665","Beth",,"Allen","5ft 4in","5","4.000","1.625600","F"
"666","Laura",,"Allen","5ft 4in","5","4.000","1.625600","F"
"667","Anggun",,,"5ft 4in","5","4.000","1.625600",
"668","Lee",,"Arenberg","5ft 4in","5","4.000","1.625600","F"
"669","Nicki",,"Aycox","5ft 4in","5","4.000","1.625600",
"670","Reiko",,"Aylesworth","5ft 4in","5","4.000","1.625600",
"671","Jane",,"Badler","5ft 4in","5","4.000","1.625600","F"
"672","Emily",,"Barclay","5ft 4in","5","4.000","1.625600","F"
"673","Emmanuelle",,"Beart","5ft 4in","5","4.000","1.625600","F"
"674","Lynda",,"Bellingham","5ft 4in","5","4.000","1.625600","F"
"675","Amber",,"Benson","5ft 4in","5","4.000","1.625600","F"
"676","Mayim",,"Bialik","5ft 4in","5","4.000","1.625600","F"
"677","Thora",,"Birch","5ft 4in","5","4.000","1.625600","F"
"678","Bjork",,,"5ft 4in","5","4.000","1.625600","F"
"679","Rebecca",,"Black","5ft 4in","5","4.000","1.625600","F"
"680","Robert",,"Blake","5ft 4in","5","4.000","1.625600","M"
"681","Jennie",,"Bond","5ft 4in","5","4.000","1.625600","F"
"682","Lee",,"Brennan","5ft 4in","5","4.000","1.625600","F"
"683","Morgan",,"Brittany","5ft 4in","5","4.000","1.625600","F"
"684","Alexandra",,"Burke","5ft 4in","5","4.000","1.625600","F"
"685","Amanda",,"Burton","5ft 4in","5","4.000","1.625600","F"
"686","Sophia",,"Bush","5ft 4in","5","4.000","1.625600","F"
"687","Lizzy",,"Caplan","5ft 4in","5","4.000","1.625600","F"
"688","Karen",,"Carpenter","5ft 4in","5","4.000","1.625600","F"
"689","Veronica",,"Cartwright","5ft 4in","5","4.000","1.625600","F"
"690","Charlie",,"Chaplin","5ft 4in","5","4.000","1.625600","F"
"691","Jessica",,"Chastain","5ft 4in","5","4.000","1.625600","F"
"692","Christina",,"Chong","5ft 4in","5","4.000","1.625600","F"
"693","Gabrielle",,"Christian","5ft 4in","5","4.000","1.625600","F"
"694","Sarah",,"Clarke","5ft 4in","5","4.000","1.625600","F"
"695","Camille",,"Coduri","5ft 4in","5","4.000","1.625600","F"
"696","Jeff",,"Cohen","5ft 4in","5","4.000","1.625600","M"
"697","Joan",,"Collins","5ft 4in","5","4.000","1.625600","F"
"698","Joan",,"Crawford","5ft 4in","5","4.000","1.625600","F"
"699","Penelope",,"Cruz","5ft 4in","5","4.000","1.625600","F"
"700","Glenn",,"Danzig","5ft 4in","5","4.000","1.625600","M"
"701","Linda",,"Darnell","5ft 4in","5","4.000","1.625600","F"
"702","Stacey",,"Dash","5ft 4in","5","4.000","1.625600","F"
"703","Kristin",,"Davis","5ft 4in","5","4.000","1.625600","F"
"704","Wanda","De","Jesus","5ft 4in","5","4.000","1.625600","F"
"705","Sandra",,"Dee","5ft 4in","5","4.000","1.625600","F"
"706","Amanda",,"Detmer","5ft 4in","5","4.000","1.625600","F"
"707","Anne",,"Diamond","5ft 4in","5","4.000","1.625600","F"
"708","Carrie",,"Dobro","5ft 4in","5","4.000","1.625600","F"
"709","Fats",,"Domino","5ft 4in","5","4.000","1.625600",
"710","Roma",,"Downey","5ft 4in","5","4.000","1.625600","F"
"711","Dennis",,"Dun","5ft 4in","5","4.000","1.625600","M"
"712","Kathryn",,"Erbe","5ft 4in","5","4.000","1.625600","F"
"713","Siobhan",,"Fahey","5ft 4in","5","4.000","1.625600","F"
"714","Paloma",,"Faith","5ft 4in","5","4.000","1.625600","F"
"715","Marianne",,"Faithful","5ft 4in","5","4.000","1.625600","F"
"716","Anna",,"Faris","5ft 4in","5","4.000","1.625600","F"
"717","Mia",,"Farrow","5ft 4in","5","4.000","1.625600","F"
"718","Lindsay",,"Felton","5ft 4in","5","4.000","1.625600","F"
"719","Jerry",,"Ferrara","5ft 4in","5","4.000","1.625600","F"
"720","Eddie",,"Fisher","5ft 4in","5","4.000","1.625600","F"
