artist,hotness
Blutengel,0.667206
David Gray,0.666914
Pedro Aznar,0.666914
Chet Baker,0.666854
Blackmill,0.666605
Procol Harum,0.666569
Hoobastank,0.666486
Anthrax,0.666451
Mike Oldfield,0.666396
Lapalux,0.666323
Palma Violets,0.666215
The Allman Brothers Band,0.66606
Gossip,0.666038
Seal,0.666034
Judas Priest,0.666029
Benjamin Francis Leftwich,0.666007
Gnarls Barkley,0.665974
Slayer,0.665967
Frank Zappa,0.665846
Counting Crows,0.665821
of Montreal,0.665701
Bomba Estéreo,0.665641
Mecano,0.665527
Snap!,0.665471
Ákos,0.6654
Casting Crowns,0.665387
Luis Miguel,0.665274
Erykah Badu,0.665265
Crazy Town,0.665091
Motörhead,0.664899
Groove Armada,0.664801
Asia,0.664541
Todd Rundgren,0.664372
Yuna,0.66426
Jenny And The Mexicats,0.664235
Taio Cruz,0.664161
Donkeyboy,0.664087
Gallows,0.664069
Simple Plan,0.663972
Gepe,0.663961
Los Jaivas,0.663904
Gui Boratto,0.663822
Genesis,0.663605
Wu-Tang Clan,0.663436
Aaliyah,0.66338
T-Pain,0.663115
Erasure,0.662916
Christophe Beck,0.6629
Karol Conka,0.662538
田村ゆかり,0.66248
Jeff Buckley,0.662426
Veronica Maggio,0.6624
Nneka,0.66238
Animals as Leaders,0.662278
Trentemøller,0.662235
Daughter,0.661913
Martina Stoessel,0.661889
Amaranthe,0.66162
Nine Inch Nails,0.661604
Cypress Hill,0.661458
Gary Moore,0.661304
ATB,0.661288
Fresno,0.661256
Rhye,0.66125
John Lennon,0.661204
Timbaland,0.661038
SoKo,0.660504
Infected Mushroom,0.66044
Megadeth,0.660405
Kelis,0.660364
Pantera,0.660279
Bag Raiders,0.660212
Motley Crue,0.660199
Mötley Crüe,0.660199
Torres,0.660193
Orjan Nilsen,0.660191
W&W,0.660165
Michael Bolton,0.660065
Natasha Bedingfield,0.660022
Kate Bush,0.659932
GusGus,0.659765
Blondie,0.659676
Owl City,0.659575
Boney M.,0.659536
Mike Posner,0.6592
Ella Fitzgerald,0.659014
Girls in Hawaii,0.658935
Tom Petty and The Heartbreakers,0.658886
Tom Petty & The Heartbreakers,0.658886
The Monkees,0.658845
Maria Bethânia,0.658801
Der Weg einer Freiheit,0.658778
Grace Jones,0.658675
Héroes del Silencio,0.658663
Sonata Arctica,0.658589
Miike Snow,0.658541
Phosphorescent,0.658541
DMX,0.658363
Pink Martini,0.658193
Hayden James,0.658183
Missy Elliott,0.658138
Mac Miller,0.6581
Talking Heads,0.658094
Vicente Fernández,0.658006
Uli Jon Roth,0.657966
Maria Gadú,0.657812
Alex M.O.R.P.H.,0.657752
Reel Big Fish,0.657709
Bushido,0.657684
Barry Manilow,0.657547
Duran Duran,0.657514
Black Veil Brides,0.657388
London Symphony Orchestra,0.657361
Craft Spells,0.657329
The Alan Parsons Project,0.657301
Thelonious Monk,0.657226
Big Brother & The Holding Company,0.657204
In Flames,0.657187
The Temptations,0.657138
Gladys Knight & The Pips,0.657062
Manic Street Preachers,0.657053
Max Pezzali,0.656997
McFly,0.656981
José José,0.656788
Fito Páez,0.656754
Lou Reed,0.656751
Rob Zombie,0.656739
Shuggie Otis,0.656676
City and Colour,0.656615
Sabaton,0.656522
Wardruna,0.656478
Chuck Berry,0.656364
Umberto Tozzi,0.656337
坂本龍一,0.656309
Iggy Pop,0.656161
Young the Giant,0.656152
The Animals,0.656149
Animals,0.656149
Kenny Loggins,0.65611
Diana Ross,0.6559
Janet Jackson,0.655864
Girls Names,0.655834
Foals,0.655828
METZ,0.655824
Tom Jones,0.655817
Chief Keef,0.65581
Professor Green,0.655784
Porter Robinson,0.65578
Tom Waits,0.655753
Roy Orbison,0.655741
Kelly Rowland,0.655734
Herman's Hermits,0.655719
Rino Gaetano,0.655705
The Wanted,0.655497
Melissa Etheridge,0.655473
LL Cool J,0.655457
The Supremes,0.655411
Lou Bega,0.655377
Luther Vandross,0.655345
The Cinematic Orchestra,0.655327
Rival Sons,0.655323
Os Paralamas Do Sucesso,0.65522
The Ting Tings,0.655187
Ace Hood,0.655102
Lissie,0.655098
Sexion d'Assaut,0.655065
Oriente,0.654913
Al Green,0.654899
Grouplove,0.654824
Charlie Brown JR.,0.654735
Keyshia Cole,0.654662
Egotrippi,0.654648
Lone,0.654545
Pink,0.654521
Stone Temple Pilots,0.654382
Busta Rhymes,0.654351
Snoop Lion,0.654339
Emicida,0.654319
Berlin,0.654206
The B-52's,0.654185
Soja,0.654049
Róisín Murphy,0.653993
Samuele Bersani,0.653987
FM,0.65398
Dave Matthews Band,0.653979
Hall & Oates,0.653977
Matchbox Twenty,0.653963
Sonic Youth,0.653701
Third Day,0.653595
Caro Emerald,0.653554
Dean Martin,0.653356
Bad Religion,0.653265
Beirut,0.653234
Duffy,0.653145
New Order,0.652868
Jamiroquai,0.652787
Blue October,0.652691
Frankie Goes to Hollywood,0.652458
Seasick Steve,0.652414
Atmosphere,0.65234
Rush,0.652329
In This Moment,0.652281
Ray LaMontagne,0.652244
Steve Miller Band,0.652243
Damian Marley,0.652153
Air,0.65203
Weird Al Yankovic,0.652024
The Word Alive,0.651999
Tricky,0.651994
EMF,0.651937
Cher Lloyd,0.651882
Brian Eno,0.651843
Steely Dan,0.651715
Jake Bugg,0.651566
Dio,0.651535
Whitesnake,0.651217
Wilco,0.651198
Buddy Holly,0.65099
MS MR,0.65098
Rata Blanca,0.650938
Boards of Canada,0.650934
Mayday Parade,0.650863
Killswitch Engage,0.650846
Portugal. The Man,0.650729
Tegan and Sara,0.650658
Nick Drake,0.650613
Explosions in the Sky,0.650299
The Proclaimers,0.650279
Nick Cave and the Bad Seeds,0.650215
Nick Cave & The Bad Seeds,0.650215
The Velvet Underground,0.650137
Supertramp,0.650066
Neon Jungle,0.65006
Harry Connick  Jr.,0.649994
Zendaya,0.649921
Hurts,0.649891
Four Tet,0.649731
Fleet Foxes,0.649705
The Cars,0.649636
Maximum the Hormone,0.649591
The Glitch Mob,0.649234
Mogwai,0.649163
Sex Pistols,0.649046
Artur Andrus,0.64892
Johann Sebastian Bach,0.648879
A Perfect Circle,0.64881
Gym Class Heroes,0.648694
September,0.648685
Eazy-E,0.648659
Pusha T,0.648565
Beach House,0.648477
Stevie Ray Vaughan,0.648471
Example,0.648469
Tinie Tempah,0.648241
Commodores,0.648215
France Gall,0.648106
The Mamas & the Papas,0.648105
Melanie C,0.648086
Los Cafres,0.648024
Amy Macdonald,0.648019
Bullet for My Valentine,0.647948
Ashanti,0.647928
Audioslave,0.647918
Archive,0.647911
Lamb of God,0.647897
Dead Kennedys,0.647896
Paper Aeroplanes,0.647882
Jill Scott,0.647859
The Doobie Brothers,0.647791
Nazareth,0.647759
Chance the Rapper,0.647737
College,0.647703
Shocking Blue,0.647665
Devendra Banhart,0.647475
Tenacious D,0.647406
Dream Theater,0.647393
Imogen Heap,0.647375
Danny Brown,0.647142
Adriano Celentano,0.64709
DevilDriver,0.647079
The Soft Moon,0.647042
Thousand Foot Krutch,0.64701
Public Enemy,0.646995
Stevie Nicks,0.64698
Thievery Corporation,0.646952
Sean Kingston,0.64694
Alexis & Fido,0.646905
Alejandra Guzmán,0.646851
Mobb Deep,0.646849
Jean Michel Jarre,0.646769
Jackson Browne,0.646756
Styx,0.646725
The Flaming Lips,0.646719
Enigma,0.646696
The Civil Wars,0.646694
Haddaway,0.646687
Pitty,0.646663
You Me at Six,0.646624
Bone Thugs-N-Harmony,0.646578
Misfits,0.646514
Poison,0.646508
Grizzly Bear,0.646503
Jon Hopkins,0.646497
Sly & The Family Stone,0.646487
Jefferson Airplane,0.646385
Uriah Heep,0.646377
John Mellencamp,0.646373
Memphis May Fire,0.646368
Kraftwerk,0.646345
The Dubliners,0.646282
David Sanborn,0.646274
The Isley Brothers,0.646239
John Talabot,0.646206
Bloc Party,0.646158
Amon Amarth,0.64615
Parkway Drive,0.64595
Local Natives,0.645906
Pet Shop Boys,0.645841
Deftones,0.645841
Cat Stevens,0.645731
Motionless in White,0.645723
Crown the Empire,0.645718
REO Speedwagon,0.645716
The Maccabees,0.645663
Oliver Koletzki,0.645637
Lauryn Hill,0.645609
Dexys Midnight Runners,0.645556
Sage the Gemini,0.645556
Mos Def,0.64554
The Cat Empire,0.645522
Natalie Cole,0.645495
The Drums,0.645477
Chevelle,0.645438
Combichrist,0.645389
Agnes Obel,0.645345
Europe,0.64533
Dulce María,0.645303
The Alchemist,0.645277
The Naked and Famous,0.645239
Pavement,0.645203
Citizens!,0.645198
Roupa Nova,0.645176
JJ Grey & Mofro,0.645159
Tool,0.645138
UB40,0.645135
Garbage,0.64513
Édith Piaf,0.645055
Tercer Cielo,0.645019
Los Hermanos,0.645009
Huey Lewis & The News,0.644967
Red,0.644904
O.S.T.R.,0.644882
Craig David,0.64487
Disney,0.644809
Beatsteaks,0.644807
Riff Raff,0.644786
Zomboy,0.644751
Children of Bodom,0.644748
Steve Winwood,0.64474
Golden Earring,0.644735
Hot Water Music,0.644724
Klaus Badelt,0.644657
Nicolas Jaar,0.644654
Freddie Mercury,0.644609
Warpaint,0.644577
The Story So Far,0.644556
Eluveitie,0.644495
Bajofondo,0.644469
Randy Travis,0.644429
J Dilla,0.644342
Bad Meets Evil,0.644276
Robben Ford,0.644214
Maitre Gims,0.644201
Fatboy Slim,0.644174
Creed,0.644167
Daughtry,0.644139
Phillip Phillips,0.644097
Hugh Jackman,0.643985
HIM,0.643983
The Go! Team,0.643965
Madness,0.643964
La Fouine,0.64393
Antonio Vivaldi,0.643861
Bright Eyes,0.643774
Zoé,0.643716
Deep Forest,0.643663
Yellowcard,0.643559
Stereophonics,0.64352
Ludwig van Beethoven,0.643496
Dropkick Murphys,0.643478
Sum 41,0.643469
Nils Frahm,0.643457
Sky Ferreira,0.643419
Faith Hill,0.643404
Amaryllis,0.643394
Staind,0.643393
P.O.D.,0.643365
Twisted Sister,0.643338
Coolio,0.643293
Kings of Convenience,0.643239
All Saints,0.643193
Claude Debussy,0.643189
Alligatoah,0.643102
Foxes,0.643095
Ziggy Marley,0.643093
Elif,0.643087
Danny Elfman,0.643043
Solange,0.642965
Wolfgang Amadeus Mozart,0.642934
Corona,0.642881
America,0.642879
Arch Enemy,0.642876
Good Charlotte,0.642858
Thin Lizzy,0.642845
PJ Harvey,0.642838
Supercombo,0.642783
Herbie Hancock,0.642781
Alain Bashung,0.642742
Cat Power,0.642732
Big Time Rush,0.64271
A$AP Ferg,0.642695
Coma,0.642631
Gianni Morandi,0.642617
Cheap Trick,0.642615
Prong,0.642489
Glenn Gould,0.642397
Carly Simon,0.642305
Matisyahu,0.642265
Gloria Gaynor,0.642194
Run-D.M.C.,0.642174
The Presets,0.642128
We Came As Romans,0.6421
Rancid,0.64203
Santigold,0.642022
Gal Costa,0.642015
The Lonely Island,0.642002
Suicide Silence,0.641941
Real Estate,0.641928
Epica,0.641913
Rednex,0.641868
Machine Head,0.641835
Jacques Brel,0.641815
Sepultura,0.641808
Ennio Morricone,0.641795
Patsy Cline,0.641765
Molotov,0.641705
Maxwell,0.641658
Flux Pavilion,0.641653
Philip Glass,0.641642
Keaton Henson,0.641612
Mudvayne,0.641574
Fiona Apple,0.641548
Alter Bridge,0.641515
Natiruts,0.641453
Newsboys,0.641393
Jordin Sparks,0.641387
The Stone Roses,0.641357
Neutral Milk Hotel,0.641302
Ab-Soul,0.641176
NOFX,0.641112
MercyMe,0.640892
DragonForce,0.640887
De-Phazz,0.640667
Dan Auerbach,0.640491
Warren G,0.640377
Julieta Venegas,0.640345
Crosby  Stills  Nash & Young,0.640182
God Is An Astronaut,0.640182
Behemoth,0.6401
RuPaul,0.640088
Pyotr Ilyich Tchaikovsky,0.640039
Blaudzun,0.639969
Simply Red,0.639926
Rosana,0.639892
Bassnectar,0.639862
Alabama,0.639861
Paty Cantú,0.639821
Our Last Night,0.63982
Raimundos,0.639756
Jacques Dutronc,0.639731
Crystal Fighters,0.639569
Lucy Spraggan,0.63955
Morcheeba,0.639549
Peter Bjorn and John,0.639544
Emancipator,0.639529
RJD2,0.639437
O Rappa,0.639424
Peter Tosh,0.639321
Gloria Estefan,0.639281
Aline Barros,0.639193
Slightly Stoopid,0.63915
The Moody Blues,0.639141
311,0.639093
Little Richard,0.638909
The All-American Rejects,0.638867
Loreena McKennitt,0.638731
Faun,0.638727
August Burns Red,0.638723
Hinder,0.638574
Anthony Hamilton,0.638532
Hillsong,0.638446
Jesse McCartney,0.6384
Chico Buarque,0.638399
A Fine Frenzy,0.638396
The Pussycat Dolls,0.63835
Birds of Tokyo,0.638312
Michael W. Smith,0.638294
Against Me!,0.638276
Deerhunter,0.638265
Netsky,0.638228
Elliott Smith,0.638217
Blood Orange,0.638052
Frank Turner,0.638027
Pulp,0.638025
Max Herre,0.63799
Yo-Yo Ma,0.637964
Puddle of Mudd,0.637954
Linda Ronstadt,0.637929
The Contours,0.637925
Lea Michele,0.637889
Cradle of Filth,0.637881
The Postal Service,0.637878
Method Man,0.637875
Animal Collective,0.637859
Blue Öyster Cult,0.637856
MF DOOM,0.637776
Camo & Krooked,0.637769
No Doubt,0.637767
The Amity Affliction,0.637718
Don Henley,0.637707
Bobby Womack,0.63767
Sharon Van Etten,0.637622
Clarice Falcão,0.637607
Criolo,0.637571
Trace Adkins,0.637512
Hank Williams,0.637492
LCD Soundsystem,0.637492
Manowar,0.637465
Damon Albarn,0.637428
Eve,0.637423
Alkaline Trio,0.637343
Serge Gainsbourg,0.637267
Rebelution,0.637253
Tonight Alive,0.637245
Pretty Lights,0.637235
Jesus Culture,0.637194
Black Rebel Motorcycle Club,0.637162
St. Lucia,0.637157
Patti Smith,0.637156
Smash Mouth,0.637122
Keith Sweat,0.637114
Three 6 Mafia,0.637113
Blind Guardian,0.636959
Pendulum,0.636902
William Fitzsimmons,0.636893
Dave Brubeck,0.636884
Joss Stone,0.636868
Art Blakey,0.636839
The Knack,0.636732
Air Supply,0.636696
The Ghost Inside,0.63664
Radical Face,0.636544
C2C,0.636496
Pond,0.636487
Serj Tankian,0.636476
Yngwie Malmsteen,0.63647
Korpiklaani,0.636222
Nancy Ajram,0.636195
Charlie Parker,0.636178
Joe Satriani,0.636175
The Devil Wears Prada,0.636166
The Pillows,0.636117
Valesca Popozuda,0.636088
Corinne Bailey Rae,0.635999
The Libertines,0.635839
John Frusciante,0.635733
Secret Garden,0.635695
Joe,0.635675
The Cardigans,0.635663
Neon Trees,0.63566
The Association,0.635607
Spandau Ballet,0.635601
The John Butler Trio,0.635594
Dead Man's Bones,0.635581
Neko Case,0.635544
Era,0.635408
Olivia Newton-John,0.635406
Cake,0.635404
Prince & The Revolution,0.635369
CeeLo Green,0.635338
Monica,0.635288
The View,0.635275
Gotthard,0.635268
Natalia Kills,0.635261
Millencolin,0.63526
Primus,0.635256
Secondhand Serenade,0.635213
Hannah Montana,0.635202
Stephen Marley,0.635201
Chris Rea,0.635192
Men at Work,0.635169
Justice,0.635164
Meshuggah,0.635161
Joe Walsh,0.635152
Kurt Vile,0.635148
Savant,0.635139
The Bangles,0.635047
The Yardbirds,0.635028
Savage Garden,0.635021
Candi Staton,0.635018
She & Him,0.635014
Hanson,0.635012
The Gaslight Anthem,0.63501
Galt Macdermot,0.634961
Roxy Music,0.634957
The Red Jumpsuit Apparatus,0.634941
Big Boi,0.634919
Joan Sebastian,0.634878
Capital Inicial,0.634868
Jim Croce,0.634836
Coheed and Cambria,0.634814
The Hives,0.634814
Max Richter,0.634799
Miss May I,0.634786
La Dispute,0.634785
Adventure Club,0.634783
Belinda,0.634753
Manchester Orchestra,0.634746
Icon for Hire,0.634722
Mastodon,0.634717
Ghostface Killah,0.634709
Mikky Ekko,0.634686
Paul Young,0.634653
Kill the Noise,0.634633
Eliza Doolittle,0.634625
Yo La Tengo,0.634556
Wild Nothing,0.634533
Diego Torres,0.634516
Lacuna Coil,0.634508
Shirley Bassey,0.634496
Vashti Bunyan,0.634312
The Poodles,0.634306
Drowning Pool,0.63427
Junip,0.63421
Sister Sledge,0.634206
André Rieu,0.634197
Lao Che,0.634149
Ben E. King,0.634065
Incognito,0.634058
Elbow,0.633947
Franz Schubert,0.633945
Robert Plant,0.63393
Immortal Technique,0.633915
The Raveonettes,0.633876
J.J. Cale,0.633874
CocoRosie,0.633792
DIIV,0.633773
Swans,0.633645
Donna Summer,0.633637
Trivium,0.633614
The Specials,0.633481
KC and The Sunshine Band,0.633452
Hank Williams Jr.,0.63343
Quiet Riot,0.633403
Enanitos Verdes,0.633396
Muddy Waters,0.633291
Charlotte OC,0.633276
Lostprophets,0.633272
Richard Wagner,0.633265
Aly & Fila,0.633119
Tom Petty,0.633024
Black Flag,0.63297
Triggerfinger,0.632953
tUnE-yArDs,0.632946
Dope,0.632933
The Jesus and Mary Chain,0.632924
Status Quo,0.632919
Ben Harper,0.632907
Fear Factory,0.632754
My Bloody Valentine,0.632712
Amos Lee,0.632631
Attila,0.632625
Pennywise,0.632523
Three Dog Night,0.632516
Army of the Pharaohs,0.632498
PMMP,0.632379
Adam Green,0.632365
T. Rex,0.63236
Kat DeLuna,0.632247
Chubby Checker,0.632211
Sarah Brightman,0.63216
Chris Cornell,0.632149
Kent,0.632064
Cock Robin,0.632039
Buddy Guy,0.632023
Tank,0.632012
The Paper Kites,0.631933
Nightmares on Wax,0.631894
Escape the Fate,0.631888
Aesop Rock,0.631802
Quincy Jones,0.631798
Burial,0.631736
Rodrigo y Gabriela,0.631643
Emmure,0.63155
Yes,0.631514
Alestorm,0.631459
Silbermond,0.631377
Dev,0.631329
Girls Aloud,0.631318
The Darkness,0.631181
Faithless,0.631171
The Wailers,0.631125
Silversun Pickups,0.631124
Ben l'Oncle Soul,0.631049
Paul Anka,0.631037
The Antlers,0.631036
He Is We,0.630989
Talib Kweli,0.630978
Black Label Society,0.630964
Charles Bradley,0.630901
Pistol Annies,0.630878
Mount Kimbie,0.630836
Dimmu Borgir,0.630791
India.Arie,0.630748
Lordi,0.63074
Hunter Hayes,0.630723
David Gilmour,0.630695
Cazuza,0.630673
The Sisters of Mercy,0.630651
Glen Hansard,0.63065
Kenny G,0.630635
Deez Nuts,0.630601
Perfume Genius,0.630598
The Growlers,0.63056
Robert Miles,0.630526
Franz Liszt,0.630514
Lupe Fiasco,0.630507
Brothers Johnson,0.630505
Prinz Pi,0.630468
George Thorogood & The Destroyers,0.630447
The Human League,0.630433
Ensiferum,0.630421
Dilated Peoples,0.630415
Steel Panther,0.630382
George Benson,0.630343
Katatonia,0.630304
The Kills,0.630199
Allah-Las,0.630145
Amadou & Mariam,0.630122
Bill Evans,0.630108
Daughn Gibson,0.630094
Rick James,0.630093
Scouting for Girls,0.630081
Bat for Lashes,0.630066
Jurassic 5,0.630006
Kimbra,0.629983
The Used,0.629971
Peace,0.629967
Jimmy Cliff,0.629926
Saliva,0.629922
Matt Corby,0.629905
The Band,0.629881
Кино,0.629748
Bowling for Soup,0.629687
The Stranglers,0.629649
The Whitest Boy Alive,0.629462
Title Fight,0.629446
Breakbot,0.629426
Never Shout Never,0.629283
Xzibit,0.629229
Alpha Blondy,0.629225
Whitechapel,0.629208
Jonas Brothers,0.629181
La Roux,0.629145
Gordon Lightfoot,0.629142
Jane's Addiction,0.629136
The Dandy Warhols,0.629109
Chinese Man,0.629098
Howard Shore,0.629092
Pixie Lott,0.629025
Danzig,0.628993
Dead Can Dance,0.628983
Lebanon Hanover,0.62898
Streetlight Manifesto,0.628965
Caravan Palace,0.628948
Miguel Mateos,0.628932
Smokey Robinson,0.628909
Ariel Pink's Haunted Graffiti,0.628895
Coti,0.628872
Primal Scream,0.628861
The Jimi Hendrix Experience,0.628828
Ministry,0.628783
Puscifer,0.628763
Lloyd,0.628758
Carlos Santana,0.628655
Anathema,0.628634
Baths,0.628585
Djavan,0.628568
Testament,0.628534
Woe  Is Me,0.628526
Neon Indian,0.628523
Sammy Hagar,0.628508
Wanessa,0.628473
D12,0.628458
Youth Lagoon,0.628414
Death,0.628378
N.W.A,0.628376
Modern Baseball,0.628318
Ace of Base,0.628271
Bachman-Turner Overdrive,0.628265
All That Remains,0.628257
Eagles of Death Metal,0.628256
Patrick Watson,0.628248
Feed Me,0.628215
Rodriguez,0.628164
Steve Lukather,0.628138
Robert Johnson,0.628076
Queensrÿche,0.628068
Bondax,0.628029
Die Toten Hosen,0.628023
Felix Mendelssohn,0.628
Flyleaf,0.627997
Bibio,0.627968
Charlie Daniels Band,0.627927
Mina,0.627925
Tennis,0.627918
Saving Abel,0.627854
Wolf,0.627815
Jedi Mind Tricks,0.627815
K.I.Z.,0.627768
Half Moon Run,0.627754
Blue,0.627741
Hugh Laurie,0.62767
Avantasia,0.627668
Chelsea Grin,0.627614
Carla Bruni,0.627606
Cults,0.627562
Charles Mingus,0.627559
Hatebreed,0.627541
W.A.S.P.,0.627523
Parachute,0.627499
Dashboard Confessional,0.627409
Lucy Rose,0.627385
Lindsay Lohan,0.62738
New Kids on the Block,0.627365
Brian McKnight,0.627322
Alpine,0.627301
The O'Jays,0.62729
Being As An Ocean,0.627276
Iced Earth,0.627264
Jimmy Eat World,0.627204
Anita Baker,0.627197
E-Type,0.627176
Sportfreunde Stiller,0.627152
Poliça,0.627089
The Helio Sequence,0.627085
RZA,0.627082
Delain,0.627031
Angel Haze,0.627028
Ulrich Schnauss,0.626955
Marcelo D2,0.62693
Matt Redman,0.626888
The Horrors,0.626884
AFI,0.626874
Suicidal Tendencies,0.626868
Sixpence None the Richer,0.626835
ストレイテナー,0.626823
Lulu Santos,0.626815
Sarah Vaughan,0.6268
Alexi Murdoch,0.626773
Legião Urbana,0.626773
Donny Hathaway,0.626769
Circa Survive,0.626765
The Corrs,0.62675
Gipsy Kings,0.626748
Blonde Redhead,0.626718
Thy Art Is Murder,0.626689
Chamillionaire,0.626672
Johnny Winter,0.626612
Jimmy Buffett,0.626582
Grum,0.626561
Zola Jesus,0.626558
Nomadi,0.626554
Sébastien Tellier,0.626545
Blind Melon,0.626515
DJ Cam,0.626508
The Heavy,0.626501
Wolfmother,0.626453
Georges Bizet,0.626441
The Blues Brothers,0.626416
Necro,0.62641
Celldweller,0.626385
Dinah Washington,0.626379
Steppenwolf,0.626368
ConeCrewDiretoria,0.626359
The Weepies,0.626352
Thrice,0.626284
Com Truise,0.626284
Ximena Sariñana,0.626283
Cloud Nothings,0.626189
Dan Croll,0.626188
Los Auténticos Decadentes,0.626183
[Various],0.626178
Estopa,0.626161
Amon Tobin,0.626106
Otep,0.626066
The Pretenders,0.626014
Foxygen,0.625985
Itzhak Perlman,0.625945
The Black Crowes,0.625921
Sevendust,0.625918
Panda Bear,0.625867
Dinosaur Jr.,0.625856
Fort Minor,0.625806
Richard Marx,0.625708
José Luis Perales,0.625692
Alex Clare,0.625675
Cassie,0.625643
Hands Like Houses,0.625595
Blessthefall,0.625535
Anti-Flag,0.625509
Bo Diddley,0.625478
Emmylou Harris,0.625429
Joan Baez,0.625402
Courtney Love,0.625349
Born Ruffians,0.625338
Slow Magic,0.625337
Warrant,0.625318
Amorphis,0.625235
Murray Gold,0.625213
Anamanaguchi,0.625171
In Extremo,0.625146
Type O Negative,0.625137
Eskimo Callboy,0.625088
The Album Leaf,0.625085
Stars,0.62506
Antony and the Johnsons,0.625031
Ted Nugent,0.624941
Los Tipitos,0.624911
John Fogerty,0.624893
The Runaways,0.62489
Driftmoon,0.624877
Julie Andrews,0.624871
Jem,0.624865
Ty Segall,0.624861
Mayhem,0.624815
Bloodhound Gang,0.624805
Seeed,0.624782
King Krule,0.624779
FIDLAR,0.624761
Modestep,0.624698
The Cab,0.624667
Tesla,0.624633
The Magnetic Fields,0.624606
Venetian Snares,0.624584
Panteón Rococó,0.624564
Machinedrum,0.624556
Michael Nyman,0.624534
Panama,0.624528
Emerson  Lake & Palmer,0.624521
TobyMac,0.624491
Richard Hawley,0.624447
Beach Fossils,0.624391
Love of Lesbian,0.624378
Soilwork,0.624331
Sondre Lerche,0.624327
Patti LaBelle,0.62423
The Mars Volta,0.624219
Charly García,0.624216
CPM 22,0.624188
Foghat,0.624091
Keri Hilson,0.624088
Finntroll,0.624081
Less Than Jake,0.624031
New Found Glory,0.624028
Chase & Status,0.624012
Alexandre Desplat,0.623979
Dr. Dog,0.623958
Caparezza,0.623934
TOKiMONSTA,0.623893
NX Zero,0.623882
Xavier Naidoo,0.623865
The Dillinger Escape Plan,0.62379
Echo & the Bunnymen,0.62379
Gentleman,0.623745
Underworld,0.623726
Overkill,0.623669
Electric Wizard,0.623659
