year,sex,rank,name,size,perc,total_size,total_perc
1980,M,67,Jeremiah,97,0.3,23020,66.1
2013,F,56,Riley,96,0.2,9684,23.2
2013,F,57,Sadie,96,0.2,9780,23.4
2012,F,53,Layla,96,0.2,9579,22.4
2012,M,95,Cole,96,0.2,17978,40.2
2012,M,96,Silas,96,0.2,18074,40.4
2011,M,93,Cole,96,0.2,17997,40.3
2010,M,94,Xavier,96,0.2,18353,41.5
2009,M,100,Lincoln,96,0.2,"19,581",42.9
2008,F,67,Charlotte,96,0.2,11518,26.1
2007,F,61,Evelyn,96,0.2,11062,25.6
2007,F,62,Naomi,96,0.2,11158,25.8
2007,M,96,Ayden,96,0.2,20179,44.2
2007,M,97,Colton,96,0.2,20275,44.4
2007,M,98,Conner,96,0.2,20371,44.6
2007,M,99,Parker,96,0.2,20467,44.8
2006,F,65,Ruby,96,0.2,11495,27.2
2005,F,59,Avery,96,0.2,10696,26.5
2005,M,94,Caden,96,0.2,19312,45.6
2004,F,59,Brooke,96,0.2,10869,27.4
2003,M,93,Adrian,96,0.2,19635,47.9
2003,M,94,Carlos,96,0.2,19731,48.1
2003,M,95,Josiah,96,0.2,19827,48.3
2003,M,96,Julian,96,0.2,19923,48.6
2002,M,91,Dominic,96,0.2,19680,48.6
2001,M,91,Steven,96,0.2,19928,49.1
1998,F,65,Mikayla,96,0.2,12759,32.9
1997,F,70,Cheyenne,96,0.3,13390,35.1
1997,F,71,Makayla,96,0.3,13486,35.4
1997,M,88,Paul,96,0.2,21179,52.9
1996,M,88,Jeffrey,96,0.2,21585,53.9
1996,M,89,Juan,96,0.2,21681,54.2
1996,M,90,Mark,96,0.2,21777,54.4
1995,F,76,Katelyn,96,0.3,14410,37.9
1995,F,77,Kaylee,96,0.3,14506,38.2
1995,F,78,Tiffany,96,0.3,14602,38.4
1995,M,85,Elijah,96,0.2,21340,54.4
1995,M,86,Levi,96,0.2,21436,54.6
1994,M,89,Isaac,96,0.2,22788,57.6
1993,F,76,Erica,96,0.2,15450,40.1
1993,F,77,Miranda,96,0.2,15546,40.4
1993,M,86,Bryce,96,0.2,23370,58.0
1993,M,87,Isaac,96,0.2,23466,58.3
1992,F,74,Kelly,96,0.2,15992,41.3
1992,F,75,Paige,96,0.2,16088,41.6
1992,M,90,Marcus,96,0.2,25336,61.5
1991,M,86,Lucas,96,0.2,25552,62.5
1989,F,67,Lindsay,96,0.3,16459,44.6
1988,F,67,Victoria,96,0.3,15978,45.2
1988,M,76,Mathew,96,0.3,24097,64.8
1987,F,61,Christine,96,0.3,15198,44.6
1986,F,60,Tara,96,0.3,15043,44.4
1983,F,58,Lacey,96,0.3,15342,46.0
1982,F,59,Lacey,96,0.3,14992,44.2
1982,M,66,Brett,96,0.3,23269,65.5
1981,M,67,Nathaniel,96,0.3,23410,65.4
1980,F,58,Nichole,96,0.3,14527,44.0
2013,F,58,Madeline,95,0.2,9875,23.6
2012,F,54,Camila,95,0.2,9674,22.6
2012,F,55,Eleanor,95,0.2,9769,22.9
2012,F,56,Sarah,95,0.2,9864,23.1
2012,F,57,Sydney,95,0.2,9959,23.3
2012,M,97,Jace,95,0.2,18169,40.7
2010,F,56,Allison,95,0.2,9719,23.0
2009,F,62,Kimberly,95,0.2,10717,24.6
2009,F,63,Stella,95,0.2,10812,24.8
2008,F,68,Leah,95,0.2,11613,26.3
2006,F,66,Alexa,95,0.2,11590,27.4
2006,F,67,Gracie,95,0.2,11685,27.6
2005,M,95,Conner,95,0.2,19407,45.8
2005,M,96,Dominic,95,0.2,19502,46.1
2004,M,98,Colin,95,0.2,20140,47.8
2003,F,60,Haley,95,0.2,11287,28.6
2003,F,61,Makayla,95,0.2,11382,28.8
2002,F,56,Kylie,95,0.2,10782,28.0
2002,M,92,Steven,95,0.2,19775,48.9
2002,M,93,Tanner,95,0.2,19870,49.1
2001,M,92,Jesse,95,0.2,20023,49.3
2000,F,58,Katelyn,95,0.2,11847,30.0
1999,F,63,Danielle,95,0.2,12291,31.7
1999,M,90,Adrian,95,0.2,20898,51.2
1999,M,91,Aidan,95,0.2,20993,51.4
1999,M,92,Colton,95,0.2,21088,51.7
1999,M,93,Maxwell,95,0.2,21183,51.9
1998,M,91,Bradley,95,0.2,21269,52.1
1998,M,92,Seth,95,0.2,21364,52.3
1997,M,89,Levi,95,0.2,21274,53.1
1996,F,76,Vanessa,95,0.3,13990,36.9
1995,F,79,Caitlin,95,0.3,14697,38.7
1995,M,87,Marcus,95,0.2,21531,54.8
1994,M,90,Bradley,95,0.2,22883,57.8
1993,M,88,Conner,95,0.2,23561,58.5
1991,F,75,Erika,95,0.2,17035,43.6
1989,F,68,Julia,95,0.3,16554,44.9
1987,F,62,Brianna,95,0.3,15293,44.9
1986,M,71,Corey,95,0.3,23204,65.3
1986,M,72,Erik,95,0.3,23299,65.6
1985,F,61,Leah,95,0.3,15736,45.8
1985,M,70,Craig,95,0.3,23562,65.7
1985,M,71,Marcus,95,0.3,23657,66.0
1983,F,59,Allison,95,0.3,15437,46.3
1983,F,60,Brittany,95,0.3,15532,46.6
1983,M,67,Marcus,95,0.3,23591,66.7
1982,F,60,Samantha,95,0.3,15087,44.4
1982,M,67,Jeffery,95,0.3,23364,65.7
1981,F,55,Allison,95,0.3,14682,43.2
1981,M,68,Brett,95,0.3,23505,65.7
2012,F,58,Alexa,94,0.2,10053,23.5
2011,F,55,Jocelyn,94,0.2,9655,22.8
2011,F,56,Taylor,94,0.2,9749,23.0
2011,M,94,Xavier,94,0.2,18091,40.6
2010,F,57,Bella,94,0.2,9813,23.2
2010,M,95,Hudson,94,0.2,18447,41.7
2009,F,64,Alexandra,94,0.2,10906,25.0
2009,F,65,Savannah,94,0.2,11000,25.3
2007,F,63,Bailey,94,0.2,11252,26.0
2007,F,64,Sophie,94,0.2,11346,26.2
2007,M,100,Jeremiah,94,0.2,20561,45.0
2006,M,98,Caden,94,0.2,"20,356",45.7
2006,M,99,Colton,94,0.2,"20,450",45.9
2005,M,97,Josiah,94,0.2,19596,46.3
2004,F,60,Makayla,94,0.2,10963,27.7
2004,M,99,Alexis,94,0.2,20234,48.1
2004,M,100,Conner,94,0.2,20328,48.3
2003,F,62,Nicole,94,0.2,11476,29.1
2003,M,97,Dominic,94,0.2,20017,48.8
2002,F,57,Isabelle,94,0.2,10876,28.2
2002,F,58,Vanessa,94,0.2,10970,28.5
2002,M,94,Adrian,94,0.2,19964,49.3
2002,M,95,Colby,94,0.2,20058,49.6
2002,M,96,Miguel,94,0.2,20152,49.8
2000,M,93,Colton,94,0.2,21017,50.6
1999,F,64,Angela,94,0.2,12385,32.0
1999,F,65,Zoe,94,0.2,12479,32.2
1998,M,93,Parker,94,0.2,21458,52.5
1998,M,94,Richard,94,0.2,21552,52.8
1997,F,72,Amy,94,0.2,13580,35.6
1997,F,73,Erin,94,0.2,13674,35.9
1996,F,77,Monica,94,0.2,14084,37.2
1995,M,88,Dalton,94,0.2,21625,55.1
1995,M,89,Isaiah,94,0.2,21719,55.3
1995,M,90,Jeffrey,94,0.2,21813,55.6
1995,M,91,Jesus,94,0.2,21907,55.8
1995,M,92,Scott,94,0.2,22001,56.0
1994,F,75,Brooke,94,0.2,14765,39.1
1994,F,76,Paige,94,0.2,14859,39.3
1994,M,91,Peter,94,0.2,22977,58.1
1993,F,78,Abigail,94,0.2,15640,40.6
1993,M,89,Bryan,94,0.2,23655,58.7
1992,F,76,Julia,94,0.2,16182,41.8
1991,M,87,Ethan,94,0.2,25646,62.7
1991,M,88,Gabriel,94,0.2,25740,62.9
1990,M,84,Caleb,94,0.2,26092,64.2
1989,M,80,Lucas,94,0.2,24696,64.0
1988,F,68,Taylor,94,0.3,16072,45.5
1987,F,63,Kathleen,94,0.3,15387,45.2
1987,F,64,Kristin,94,0.3,15481,45.4
1987,F,65,Leah,94,0.3,15575,45.7
1987,M,75,Erik,94,0.3,23723,65.6
1986,F,61,Maria,94,0.3,15137,44.7
1986,F,62,Monica,94,0.3,15231,45.0
1985,F,62,Kathleen,94,0.3,15830,46.1
1984,M,68,Trevor,94,0.3,23380,66.0
1981,F,56,Nichole,94,0.3,14776,43.5
2013,F,59,Layla,93,0.2,9968,23.9
2011,F,57,Ruby,93,0.2,9842,23.3
2010,F,58,Gabriella,93,0.2,9906,23.5
2009,F,66,Ruby,93,0.2,11093,25.5
2008,F,69,Katherine,93,0.2,11706,26.5
2007,F,65,Mackenzie,93,0.2,11439,26.5
2006,F,68,Andrea,93,0.2,11778,27.8
2006,M,100,Eric,93,0.2,"20,543",46.1
2005,F,60,Allison,93,0.2,10789,26.8
2005,F,61,Jennifer,93,0.2,10882,27.0
2004,F,61,Brianna,93,0.2,11056,27.9
2003,F,63,Rebecca,93,0.2,11569,29.3
2002,F,59,Bailey,93,0.2,11063,28.7
2002,F,60,Claire,93,0.2,11156,28.9
2002,F,61,Jenna,93,0.2,11249,29.2
2001,F,61,Bailey,93,0.2,11640,29.9
2001,F,62,Kaylee,93,0.2,11733,30.1
2000,F,59,Stephanie,93,0.2,11940,30.3
1999,F,66,Katelyn,93,0.2,12572,32.4
1998,F,66,Amy,93,0.2,12852,33.1
1998,F,67,Erin,93,0.2,12945,33.4
1998,F,68,Paige,93,0.2,13038,33.6
1998,M,95,Kenneth,93,0.2,21645,53.0
1997,F,74,Miranda,93,0.2,13767,36.1
1995,F,80,Gabrielle,93,0.2,14790,38.9
1995,M,93,Cole,93,0.2,22094,56.3
1995,M,94,Paul,93,0.2,22187,56.5
1993,F,79,Shannon,93,0.2,15733,40.9
1993,M,90,Casey,93,0.2,23748,59.0
1993,M,91,Cole,93,0.2,23841,59.2
1993,M,92,Dustin,93,0.2,23934,59.4
1993,M,93,Luke,93,0.2,24027,59.7
1992,M,91,Juan,93,0.2,25429,61.7
1990,M,85,Chase,93,0.2,26185,64.4
1990,M,86,Devin,93,0.2,26278,64.6
1989,F,69,Monica,93,0.3,16647,45.1
1989,M,81,Mitchell,93,0.2,24789,64.2
1986,M,73,Marcus,93,0.3,23392,65.8
1984,F,62,Natalie,93,0.3,15446,46.1
1984,F,63,Vanessa,93,0.3,15539,46.4
1983,M,68,Cody,93,0.3,23684,67.0
1983,M,69,Keith,93,0.3,23777,67.3
1981,M,69,Shaun,93,0.3,23598,65.9
1980,M,68,Brett,93,0.3,23113,66.4
2013,F,60,Aaliyah,92,0.2,10060,24.1
2013,F,61,Clara,92,0.2,10152,24.3
2012,F,59,Ashley,92,0.2,10145,23.7
2012,F,60,Peyton,92,0.2,10237,24.0
2012,M,98,Juan,92,0.2,18261,40.9
2012,M,99,Sawyer,92,0.2,18353,41.1
2012,M,100,Vincent,92,0.2,18445,41.3
2011,M,95,Declan,92,0.2,18183,40.8
2011,M,96,Dominic,92,0.2,18275,41.0
2011,M,97,Jace,92,0.2,18367,41.2
2011,M,98,Sawyer,92,0.2,18459,41.4
2010,F,59,Jasmine,92,0.2,9998,23.7
2010,F,60,Kayla,92,0.2,10090,23.9
2010,F,61,Lauren,92,0.2,10182,24.1
2010,M,96,Ayden,92,0.2,18539,41.9
2010,M,97,Kaden,92,0.2,18631,42.1
2009,F,67,Kaitlyn,92,0.2,11185,25.7
2008,F,70,Brooke,92,0.2,11798,26.7
2008,F,71,Isabel,92,0.2,11890,26.9
2008,F,72,Valeria,92,0.2,11982,27.1
2007,F,66,Megan,92,0.2,11531,26.7
2005,F,62,Makayla,92,0.2,10974,27.2
2005,M,98,Colin,92,0.2,19688,46.5
2005,M,99,Kai,92,0.2,19780,46.7
2005,M,100,Trevor,92,0.2,19872,46.9
2002,M,97,Mark,92,0.2,20244,50.0
2001,M,93,Carlos,92,0.2,20115,49.5
2001,M,94,Jayden,92,0.2,20207,49.7
2001,M,95,Parker,92,0.2,20299,50.0
2000,F,60,Amber,92,0.2,12032,30.5
2000,M,94,Parker,92,0.2,21109,50.8
1998,M,96,Mark,92,0.2,21737,53.2
1997,F,75,Claire,92,0.2,13859,36.4
1997,F,76,Mary,92,0.2,13951,36.6
1997,M,90,Gavin,92,0.2,21366,53.4
1996,M,91,Jack,92,0.2,21869,54.7
1996,M,92,Luis,92,0.2,21961,54.9
1995,F,81,Claire,92,0.2,14882,39.2
1994,M,92,Dalton,92,0.2,23069,58.3
1993,F,80,Whitney,92,0.2,15825,41.1
1992,F,77,Kendra,92,0.2,16274,42.1
1992,M,92,Cory,92,0.2,25521,62.0
1991,M,89,Juan,92,0.2,25832,63.2
1990,F,72,Jasmine,92,0.2,17235,44.4
1990,M,87,Levi,92,0.2,26370,64.9
1988,F,69,Jacqueline,92,0.3,16164,45.7
1988,M,77,Caleb,92,0.2,24189,65.1
1988,M,78,Jose,92,0.2,24281,65.3
1987,M,76,Jose,92,0.3,23815,65.9
1986,F,63,Caitlin,92,0.3,15323,45.3
1985,F,63,Maria,92,0.3,15922,46.3
1983,M,70,Trevor,92,0.3,23869,67.5
1980,M,69,Nathaniel,92,0.3,23205,66.6
2013,F,62,Arianna,91,0.2,10243,24.5
2013,F,63,Camila,91,0.2,10334,24.7
2013,F,64,Hadley,91,0.2,10425,25.0
2012,F,61,Arianna,91,0.2,10328,24.2
2012,F,62,Bailey,91,0.2,10419,24.4
2011,F,58,Alyssa,91,0.2,9933,23.5
2010,F,62,Kylie,91,0.2,10273,24.3
2009,F,68,Maria,91,0.2,11276,25.9
2008,F,73,Mackenzie,91,0.2,12073,27.3
2007,F,67,Brooke,91,0.2,11622,26.9
2007,F,68,Paige,91,0.2,11713,27.1
2006,F,69,Katelyn,91,0.2,11869,28.1
2005,F,63,Gabriella,91,0.2,11065,27.5
2003,M,98,Levi,91,0.2,20108,49.0
2002,F,62,Lillian,91,0.2,11340,29.4
2002,F,63,Sara,91,0.2,11431,29.7
2002,M,98,Marcus,91,0.2,20335,50.3
2002,M,99,Parker,91,0.2,20426,50.5
2001,F,63,Lillian,91,0.2,11824,30.4
2000,F,61,Katie,91,0.2,12123,30.7
2000,F,62,Kaylee,91,0.2,12214,31.0
1997,M,91,Jeremy,91,0.2,21457,53.6
1997,M,92,Seth,91,0.2,21548,53.8
1996,F,78,Kathryn,91,0.2,14175,37.4
1994,M,93,Alec,91,0.2,23160,58.5
1994,M,94,Luis,91,0.2,23251,58.8
1993,M,94,Dakota,91,0.2,24118,59.9
1991,M,90,Tanner,91,0.2,25923,63.4
1990,M,88,Bryce,91,0.2,26461,65.1
1989,M,82,Dylan,91,0.2,24880,64.4
1988,M,79,Corey,91,0.2,24372,65.6
1987,F,66,Lacey,91,0.3,15666,46.0
1985,F,64,Caitlin,91,0.3,16013,46.6
1985,F,65,Jenna,91,0.3,16104,46.9
1985,F,66,Katrina,91,0.3,16195,47.1
1984,M,69,Cory,91,0.3,23471,66.3
1983,F,61,Vanessa,91,0.3,15623,46.9
1982,M,68,Evan,91,0.3,23455,66.0
1981,F,57,Kathleen,91,0.3,14867,43.7
1981,M,70,Donald,91,0.3,23689,66.2
1981,M,71,Philip,91,0.3,23780,66.4
1980,M,70,Brent,91,0.3,23296,66.9
2011,F,59,Kylie,90,0.2,10023,23.7
2011,M,99,Elias,90,0.2,18549,41.6
2010,F,63,Naomi,90,0.2,10363,24.5
2009,F,69,Jessica,90,0.2,11366,26.1
2009,F,70,Kayla,90,0.2,11456,26.3
2009,F,71,Makayla,90,0.2,11546,26.5
2008,F,74,Faith,90,0.2,12163,27.5
2008,F,75,Trinity,90,0.2,12253,27.7
2007,F,69,Alexandra,90,0.2,11803,27.3
2006,F,70,Jocelyn,90,0.2,11959,28.3
2006,F,71,Morgan,90,0.2,12049,28.5
2005,F,64,Jenna,90,0.2,11155,27.7
2004,F,62,Riley,90,0.2,11146,28.1
2003,F,64,Isabel,90,0.2,11659,29.5
2003,F,65,Stephanie,90,0.2,11749,29.8
2003,M,99,Conner,90,0.2,20198,49.2
2003,M,100,Parker,90,0.2,20288,49.5
2002,F,64,Katelyn,90,0.2,11521,29.9
2002,F,65,Stephanie,90,0.2,11611,30.1
2002,M,100,Timothy,90,0.2,20516,50.7
2001,M,96,Hayden,90,0.2,20389,50.2
2001,M,97,Levi,90,0.2,20479,50.4
2000,M,95,Jaden,90,0.2,21199,51.0
2000,M,96,Jeremy,90,0.2,21289,51.2
1999,F,67,Amber,90,0.2,12662,32.7
1998,F,69,Andrea,90,0.2,13128,33.8
1998,F,70,Michelle,90,0.2,13218,34.1
1997,F,77,Andrea,90,0.2,14041,36.8
1997,M,93,Luis,90,0.2,21638,54.1
1996,F,79,Alexandria,90,0.2,14265,37.7
1996,F,80,Alicia,90,0.2,14355,37.9
1995,M,95,Peter,90,0.2,22277,56.7
1994,M,95,Luke,90,0.2,23341,59.0
1992,F,78,Kristina,90,0.2,16364,42.3
1992,F,79,Leah,90,0.2,16454,42.5
1992,F,80,Miranda,90,0.2,16544,42.8
1992,F,81,Sierra,90,0.2,16634,43.0
1992,M,93,Cole,90,0.2,25611,62.2
1992,M,94,Gabriel,90,0.2,25701,62.4
1991,F,76,Alexa,90,0.2,17125,43.9
1991,F,77,Brooke,90,0.2,17215,44.1
1991,F,78,Leah,90,0.2,17305,44.3
1989,F,70,Vanessa,90,0.2,16737,45.4
1988,M,80,Lucas,90,0.2,24462,65.8
1987,M,77,Mathew,90,0.2,23905,66.1
1986,F,64,Kathleen,90,0.3,15413,45.5
1985,M,72,Corey,90,0.3,23747,66.2
1985,M,73,Mathew,90,0.3,23837,66.5
1984,M,70,Evan,90,0.3,23561,66.5
1983,M,71,Cory,90,0.3,23959,67.8
1981,M,72,Luke,90,0.3,23870,66.7
1980,F,59,Tanya,90,0.3,14617,44.3
2013,F,65,Naomi,89,0.2,10514,25.2
2012,F,63,Katherine,89,0.2,10508,24.6
2011,F,60,Jasmine,89,0.2,10112,23.9
2011,F,61,Molly,89,0.2,10201,24.1
2011,M,100,Ayden,89,0.2,"18,638",41.8
2010,M,98,Eric,89,0.2,18720,42.3
2008,F,76,Eva,89,0.2,12342,27.9
2007,F,70,Jennifer,89,0.2,11892,27.5
2007,F,71,Morgan,89,0.2,11981,27.7
2006,F,72,Jennifer,89,0.2,12138,28.7
2005,F,65,Nicole,89,0.2,11244,27.9
2004,F,63,Diana,89,0.2,11235,28.4
2002,F,66,Ava,89,0.2,11700,30.4
2000,M,97,Miguel,89,0.2,21378,51.4
1999,M,94,Levi,89,0.2,21272,52.1
1998,F,71,Cheyenne,89,0.2,13307,34.3
1998,F,72,Katelyn,89,0.2,13396,34.5
1997,M,94,Mark,89,0.2,21727,54.3
1996,M,93,Antonio,89,0.2,22050,55.1
1996,M,94,Erik,89,0.2,22139,55.3
1994,M,96,Paul,89,0.2,23430,59.2
1993,F,81,Kelly,89,0.2,15914,41.3
1993,F,82,Mary,89,0.2,16003,41.6
1993,M,95,Miguel,89,0.2,24207,60.1
1991,F,79,Christine,89,0.2,17394,44.5
1990,F,73,Alexis,89,0.2,17324,44.7
1988,M,81,Garrett,89,0.2,24551,66.1
1988,M,82,Seth,89,0.2,24640,66.3
1987,F,67,Alexandra,89,0.3,15755,46.2
1986,F,65,Julie,89,0.3,15502,45.8
1982,F,61,Allison,89,0.3,15176,44.7
1981,M,73,Alexander,89,0.2,23959,66.9
1981,M,74,Corey,89,0.2,24048,67.2
1981,M,75,Trevor,89,0.2,24137,67.4
1980,F,60,Monica,89,0.3,14706,44.6
2012,F,64,Alyssa,88,0.2,10596,24.8
2012,F,65,Taylor,88,0.2,10684,25.0
2011,F,62,Katherine,88,0.2,10289,24.3
2010,F,64,Makayla,88,0.2,10451,24.7
2010,M,99,Aidan,88,0.2,18808,42.5
2010,M,100,Alex,88,0.2,18896,42.7
2009,F,72,Paige,88,0.2,11634,26.7
2009,F,73,Vanessa,88,0.2,11722,26.9
2008,F,77,Bailey,88,0.2,12430,28.1
2006,F,73,Trinity,88,0.2,12226,28.9
2005,F,66,Isabel,88,0.2,11332,28.1
2003,F,66,Katelyn,88,0.2,11837,30.0
2002,F,67,Angela,88,0.2,11788,30.6
2001,F,64,Mary,88,0.2,11912,30.6
2000,F,63,Trinity,88,0.2,12302,31.2
2000,M,98,Derek,88,0.2,21466,51.6
1998,F,73,Cassandra,88,0.2,13484,34.8
1998,F,74,Katie,88,0.2,13572,35.0
1998,F,75,Mary,88,0.2,13660,35.2
1997,F,78,Kylie,88,0.2,14129,37.1
1997,M,95,Jackson,88,0.2,21815,54.5
1996,F,81,Jamie,88,0.2,14443,38.1
1996,M,95,Seth,88,0.2,22227,55.6
1995,F,82,Alexandria,88,0.2,14970,39.4
1995,F,83,Lindsey,88,0.2,15058,39.6
1994,F,77,Gabrielle,88,0.2,14947,39.5
1993,M,96,Dillon,88,0.2,24295,60.3
1992,F,82,Angela,88,0.2,16722,43.2
1992,F,83,Crystal,88,0.2,16810,43.4
1992,M,95,Colin,88,0.2,25789,62.6
1991,F,80,Alexandria,88,0.2,17482,44.8
1991,F,81,Paige,88,0.2,17570,45.0
1991,M,91,Edward,88,0.2,26011,63.6
1990,F,74,Kristina,88,0.2,17412,44.9
1989,F,71,Molly,88,0.2,16825,45.6
1989,M,83,Bryce,88,0.2,24968,64.7
1988,F,70,Natalie,88,0.2,16252,46.0
1988,M,83,Blake,88,0.2,24728,66.5
1987,F,68,April,88,0.3,15843,46.5
1986,F,66,Bethany,88,0.3,15590,46.0
1985,M,74,Austin,88,0.2,23925,66.7
1985,M,75,Seth,88,0.2,24013,67.0
1983,F,62,Leah,88,0.3,15711,47.1
1983,F,63,Molly,88,0.3,15799,47.4
1983,F,64,Natalie,88,0.3,15887,47.7
1982,F,62,Brandi,88,0.3,15264,45.0
1982,M,69,Craig,88,0.2,23543,66.3
1981,F,58,Misty,88,0.3,14955,44.0
2013,F,66,Piper,87,0.2,10601,25.4
2011,F,63,Ellie,87,0.2,10376,24.5
2011,F,64,Penelope,87,0.2,10463,24.7
2011,F,65,Sophie,87,0.2,10550,24.9
2011,F,66,Violet,87,0.2,10637,25.1
2010,F,65,Riley,87,0.2,10538,25.0
2010,F,66,Violet,87,0.2,10625,25.2
2009,F,74,Katherine,87,0.2,11809,27.1
2007,F,72,Kylie,87,0.2,12068,27.9
2007,F,73,Lucy,87,0.2,12155,28.1
2007,F,74,Sadie,87,0.2,12242,28.3
2006,F,74,Eva,87,0.2,12313,29.1
2004,F,64,Isabel,87,0.2,11322,28.6
2004,F,65,Ruby,87,0.2,11409,28.8
2001,F,65,Erin,87,0.2,11999,30.8
2001,M,98,Julian,87,0.2,20566,50.6
2000,F,64,Danielle,87,0.2,12389,31.4
2000,M,99,Hayden,87,0.2,21553,51.8
2000,M,100,Joel,87,0.2,21640,52.1
1999,F,68,Michelle,87,0.2,12749,32.9
1999,M,95,Brendan,87,0.2,21359,52.3
1999,M,96,Jeffrey,87,0.2,21446,52.5
1998,F,76,Christina,87,0.2,13747,35.4
1997,F,79,Angela,87,0.2,14216,37.3
1997,M,96,Carlos,87,0.2,21902,54.7
1997,M,97,Jesus,87,0.2,21989,54.9
1996,F,82,Paige,87,0.2,14530,38.4
1995,F,84,Brittney,87,0.2,15145,39.9
1995,F,85,Kendra,87,0.2,15232,40.1
1995,M,96,Jake,87,0.2,22364,57.0
1995,M,97,Noah,87,0.2,22451,57.2
1993,F,83,Madeline,87,0.2,16090,41.8
1993,M,97,Gabriel,87,0.2,24382,60.6
1992,M,96,Dakota,87,0.2,25876,62.8
1991,F,82,Madison,87,0.2,17657,45.2
1991,F,83,Shannon,87,0.2,17744,45.4
1990,F,75,Haley,87,0.2,17499,45.1
1987,F,69,Krystal,87,0.3,15930,46.7
1986,F,67,Heidi,87,0.3,15677,46.3
1986,F,68,Leah,87,0.3,15764,46.6
1986,F,69,Natasha,87,0.3,15851,46.8
1985,M,76,Alex,87,0.2,24100,67.2
1985,M,77,Evan,87,0.2,24187,67.5
1985,M,78,Keith,87,0.2,24274,67.7
1984,F,64,Stacy,87,0.3,15626,46.6
1984,M,71,Edward,87,0.2,23648,66.8
1984,M,72,Marcus,87,0.2,23735,67.0
1981,M,76,Brent,87,0.2,24224,67.7
2013,F,67,Ariana,86,0.2,10687,25.6
2013,F,68,Autumn,86,0.2,10773,25.8
2012,F,66,Alice,86,0.2,10770,25.2
2012,F,67,Clara,86,0.2,10856,25.4
2011,F,67,Lauren,86,0.2,10723,25.3
2010,F,67,Madeline,86,0.2,10711,25.4
2009,F,75,Isabelle,86,0.2,11895,27.3
2008,F,78,Jennifer,86,0.2,12516,28.3
2008,F,79,Katelyn,86,0.2,12602,28.5
2008,F,80,Megan,86,0.2,12688,28.7
2006,F,75,Gabrielle,86,0.2,12399,29.3
2004,F,66,Amelia,86,0.2,11495,29.0
2003,F,67,Amelia,86,0.2,11923,30.2
2001,F,66,Autumn,86,0.2,12085,31.1
2001,F,67,Danielle,86,0.2,12171,31.3
2001,F,68,Vanessa,86,0.2,12257,31.5
2001,M,99,Marcus,86,0.2,20652,50.8
1999,F,69,Erin,86,0.2,12835,33.1
1999,F,70,Faith,86,0.2,12921,33.3
1999,F,71,Kimberly,86,0.2,13007,33.6
1999,M,97,Alejandro,86,0.2,21532,52.7
1999,M,98,Parker,86,0.2,21618,53.0
1998,F,77,Alicia,86,0.2,13833,35.7
1998,F,78,Marissa,86,0.2,13919,35.9
1998,M,97,Alec,86,0.2,21823,53.4
1998,M,98,Mitchell,86,0.2,21909,53.6
1997,F,80,Isabella,86,0.2,14302,37.5
1996,M,96,Collin,86,0.2,22313,55.8
1996,M,97,Miguel,86,0.2,22399,56.0
1995,M,98,Casey,86,0.2,22537,57.4
1995,M,99,Seth,86,0.2,22623,57.6
1994,F,78,Caitlin,86,0.2,15033,39.8
1994,F,79,Monica,86,0.2,15119,40.0
1993,F,84,Savannah,86,0.2,16176,42.0
1992,F,84,Emma,86,0.2,16896,43.7
1992,F,85,Erika,86,0.2,16982,43.9
1991,M,92,Seth,86,0.2,26097,63.8
1990,M,89,Shawn,86,0.2,26547,65.3
1989,F,72,Natasha,86,0.2,16911,45.8
1988,F,71,Krystal,86,0.2,16338,46.2
1988,M,84,Phillip,86,0.2,24814,66.8
1987,F,70,Victoria,86,0.3,16016,47.0
1987,M,78,Mitchell,86,0.2,23991,66.4
1986,M,74,Brent,86,0.2,23478,66.1
1984,M,73,Jose,86,0.2,23821,67.3
1983,F,65,Brandi,86,0.3,15973,47.9
2013,F,69,Paisley,85,0.2,10858,26.0
2012,F,68,Leah,85,0.2,10941,25.6
2011,F,68,Isabelle,85,0.2,10808,25.5
2010,F,68,Clara,85,0.2,10796,25.6
2007,F,75,Angelina,85,0.2,12327,28.5
2005,F,67,Katelyn,85,0.2,11417,28.3
2004,F,67,Gabriella,85,0.2,11580,29.2
2003,F,68,Mary,85,0.2,12008,30.4
2003,F,69,Riley,85,0.2,12093,30.6
2002,F,68,Maya,85,0.2,11873,30.8
2001,F,69,Christina,85,0.2,12342,31.7
2001,F,70,Kylie,85,0.2,12427,31.9
2001,M,100,Bryan,85,0.2,20737,51.1
2000,F,65,Andrea,85,0.2,12474,31.6
2000,F,66,Audrey,85,0.2,12559,31.9
2000,F,67,Mariah,85,0.2,12644,32.1
2000,F,68,Paige,85,0.2,12729,32.3
1999,F,72,Maya,85,0.2,13092,33.8
1999,M,99,Carson,85,0.2,21703,53.2
1997,F,81,Laura,85,0.2,14387,37.8
1996,F,83,Caitlin,85,0.2,14615,38.6
1996,M,98,Stephen,85,0.2,22484,56.2
1995,F,86,Monica,85,0.2,15317,40.3
1994,F,80,Alexa,85,0.2,15204,40.2
1994,F,81,Jamie,85,0.2,15289,40.5
1994,M,97,Kenneth,85,0.2,23515,59.4
1993,F,85,Paige,85,0.2,16261,42.2
1993,F,86,Sydney,85,0.2,16346,42.5
1992,F,86,Hailey,85,0.2,17067,44.1
1990,F,76,Brooke,85,0.2,17584,45.3
