year,sex,rank,name,size,perc,total_size,total_perc
1999,F,23,Hailey,204,0.5,7001,18.1
1999,M,37,Cody,204,0.5,13324,32.6
1995,F,20,Jennifer,204,0.5,6647,17.5
1994,F,25,Rebecca,204,0.5,8087,21.4
1991,F,30,Taylor,204,0.5,10951,28.0
1987,F,28,Andrea,204,0.6,10518,30.9
1987,F,29,Kimberly,204,0.6,10722,31.5
1985,F,32,Lindsey,204,0.6,11779,34.3
1981,F,29,Danielle,204,0.6,11054,32.5
2013,F,14,Madison,203,0.5,4053,9.7
2013,M,32,Anthony,203,0.5,"9,038",20.2
2013,M,33,Caleb,203,0.5,"9,241",20.6
2012,M,37,Joseph,203,0.5,"10,183",22.8
2005,M,42,John,203,0.5,12185,28.8
2000,M,42,Cody,203,0.5,14140,34.0
2000,M,43,Logan,203,0.5,14343,34.5
1997,M,37,Kevin,203,0.5,14005,35.0
1996,M,36,Eric,203,0.5,14137,35.3
1995,F,21,Sierra,203,0.5,6850,18.0
1995,M,38,Jesse,203,0.5,15111,38.5
1994,F,26,Kelsey,203,0.5,8290,21.9
1992,M,44,Jason,203,0.5,19015,46.2
1989,F,31,Tiffany,203,0.6,11521,31.2
1988,F,31,Andrea,203,0.6,11142,31.5
1986,F,31,Katherine,203,0.6,11105,32.8
1984,F,32,Katherine,203,0.6,11475,34.2
1981,M,42,Patrick,203,0.6,19939,55.7
2012,F,15,Avery,202,0.5,"4,336",10.2
2010,M,36,Connor,202,0.5,"10,306",23.3
2007,F,19,Alexis,202,0.5,5712,13.2
2004,F,21,Jessica,202,0.5,5998,15.1
2003,F,21,Sydney,202,0.5,6232,15.8
2003,M,41,Mason,202,0.5,12508,30.5
1999,M,38,Gabriel,202,0.5,13526,33.1
1992,F,29,Victoria,202,0.5,10026,25.9
1981,M,43,Tyler,202,0.6,20141,56.3
1980,F,28,Mary,202,0.6,10515,31.9
1980,M,44,Derek,202,0.6,19895,57.1
2008,M,42,Christian,201,0.4,12056,26.2
2006,M,45,Connor,201,0.5,13010,29.2
2005,M,43,Isaiah,201,0.5,12386,29.3
2001,F,23,Natalie,201,0.5,6746,17.3
2001,M,41,Jose,201,0.5,13135,32.3
1998,F,18,Amanda,201,0.5,6046,15.6
1998,M,38,Cody,201,0.5,13772,33.7
1996,F,19,Alexandra,201,0.5,6219,16.4
1995,F,22,Alexandra,201,0.5,7051,18.6
1995,F,23,Lauren,201,0.5,7252,19.1
1994,F,27,Victoria,201,0.5,8491,22.5
1993,M,43,Christian,201,0.5,17604,43.7
1989,M,48,Charles,201,0.5,20396,52.8
1987,F,30,Lauren,201,0.6,10923,32.1
1986,M,42,Travis,201,0.6,18983,53.4
1985,M,44,Patrick,201,0.6,19873,55.4
2012,F,16,Madison,200,0.5,"4,536",10.6
2010,M,37,Christopher,200,0.5,"10,506",23.7
2009,F,17,Grace,200,0.5,4997,11.5
2009,M,39,Evan,200,0.4,"11,237",24.6
2008,M,43,Lucas,200,0.4,12256,26.6
2000,M,44,Jack,200,0.5,14543,35.0
1998,M,39,Logan,200,0.5,13972,34.2
1994,F,28,Alexandra,200,0.5,8691,23.0
1989,F,32,Amy,200,0.5,11721,31.8
1983,F,31,Katherine,200,0.6,11612,34.8
1982,F,29,Katherine,200,0.6,10882,32.1
1981,M,44,Charles,200,0.6,20341,56.8
2010,M,38,Carter,199,0.4,"10,705",24.2
2003,F,22,Lauren,199,0.5,6431,16.3
2003,M,42,Justin,199,0.5,12707,31.0
2001,F,24,Rachel,199,0.5,6945,17.8
2000,F,23,Natalie,199,0.5,7035,17.8
1997,F,20,Anna,199,0.5,6601,17.3
1992,F,30,Anna,199,0.5,10225,26.4
1990,F,31,Taylor,199,0.5,11679,30.1
1989,F,33,Alyssa,199,0.5,11920,32.3
1980,F,29,Laura,199,0.6,10714,32.5
2010,M,39,Dylan,198,0.4,"10,903",24.6
2005,M,44,Connor,198,0.5,12584,29.7
2005,M,45,Owen,198,0.5,12782,30.2
2003,M,43,Christian,198,0.5,12905,31.5
2002,F,23,Megan,198,0.5,6535,17.0
1998,F,19,Rebecca,198,0.5,6244,16.1
1997,F,21,Haley,198,0.5,6799,17.8
1997,M,38,Logan,198,0.5,14203,35.5
1996,M,37,Adam,198,0.5,14335,35.8
1988,F,32,Kimberly,198,0.6,11340,32.1
1987,F,31,Whitney,198,0.6,11121,32.6
2011,F,16,Brooklyn,197,0.5,"4,550",10.8
2011,M,37,Isaiah,197,0.4,"10,400",23.3
2010,F,15,Mia,197,0.5,"4,465",10.6
1999,M,39,Caleb,197,0.5,13723,33.6
1998,F,20,Anna,197,0.5,6441,16.6
1998,F,21,Nicole,197,0.5,6638,17.1
1998,M,40,Isaac,197,0.5,14169,34.7
1995,F,24,Rebecca,197,0.5,7449,19.6
1995,F,25,Victoria,197,0.5,7646,20.1
1993,F,24,Chelsea,197,0.5,8377,21.8
1993,M,44,Jason,197,0.5,17801,44.2
1992,F,31,Alexandra,197,0.5,10422,26.9
1989,M,49,Scott,197,0.5,20593,53.3
1986,F,32,Lindsey,197,0.6,11302,33.4
1984,M,43,Paul,197,0.6,19741,55.8
1980,M,45,Paul,197,0.6,20092,57.7
2012,F,17,Amelia,196,0.5,"4,732",11.1
2009,M,40,Dylan,196,0.4,"11,433",25.0
2007,M,42,Christian,196,0.4,12459,27.3
2006,F,20,Anna,196,0.5,5802,13.7
2001,M,42,Elijah,196,0.5,13331,32.8
1999,M,40,Jose,196,0.5,13919,34.1
1992,F,32,Kaitlyn,196,0.5,10618,27.4
1992,M,45,Christian,196,0.5,19211,46.6
1992,M,46,Richard,196,0.5,19407,47.1
1991,M,47,Richard,196,0.5,20368,49.8
1985,F,33,Lauren,196,0.6,11975,34.8
1984,M,44,Mark,196,0.6,19937,56.3
2009,F,18,Samantha,195,0.4,5192,11.9
2005,M,46,Hunter,195,0.5,12977,30.7
1998,M,41,Jared,195,0.5,14364,35.2
1996,F,20,Jennifer,195,0.5,6414,16.9
1994,F,29,Katherine,195,0.5,8886,23.5
1991,F,31,Anna,195,0.5,11146,28.5
1986,M,43,Dustin,195,0.5,19178,54.0
1981,F,30,Katie,195,0.6,11249,33.1
2013,F,15,Sofia,194,0.5,4247,10.2
2009,M,41,Henry,194,0.4,"11,627",25.4
2009,M,42,Isaiah,194,0.4,"11,821",25.9
2005,M,47,Brandon,194,0.5,13171,31.1
2004,M,43,Cameron,194,0.5,12726,30.2
1999,F,24,Nicole,194,0.5,7195,18.6
1998,M,42,Alex,194,0.5,14558,35.6
1998,M,43,Jose,194,0.5,14752,36.1
1996,F,21,Emma,194,0.5,6608,17.5
1996,M,38,Alex,194,0.5,14529,36.3
1995,F,26,Danielle,194,0.5,7840,20.6
1995,F,27,Sydney,194,0.5,8034,21.2
1990,F,32,Amy,194,0.5,11873,30.6
1990,F,33,Brianna,194,0.5,12067,31.1
1990,M,50,Jared,194,0.5,21589,53.1
1989,F,34,Alicia,194,0.5,12114,32.8
1988,F,33,Anna,194,0.5,11534,32.6
1985,M,45,Derek,194,0.5,20067,56.0
1984,M,45,Stephen,194,0.5,20131,56.9
1982,F,30,Katie,194,0.6,11076,32.6
1981,F,31,Mary,194,0.6,11443,33.7
2013,F,16,Harper,193,0.5,4440,10.6
2013,M,34,Joshua,193,0.4,"9,434",21.1
2012,F,18,Grace,193,0.5,"4,925",11.5
2011,F,17,Lily,193,0.5,"4,743",11.2
2008,F,17,Mia,193,0.4,"5,162",11.7
2007,M,43,Hunter,193,0.4,12652,27.7
2007,M,44,Landon,193,0.4,12845,28.1
2001,M,43,Aaron,193,0.5,13524,33.3
1999,M,41,Logan,193,0.5,14112,34.6
1998,F,22,Sydney,193,0.5,6831,17.6
1987,F,32,Crystal,193,0.6,11314,33.2
1986,F,33,Tiffany,193,0.6,11495,34.0
1985,F,34,Lisa,193,0.6,12168,35.4
2013,F,17,Ella,192,0.5,4632,11.1
2007,M,45,John,192,0.4,13037,28.5
2006,M,46,Luke,192,0.4,13202,29.6
2005,F,20,Hailey,192,0.5,5702,14.2
2004,F,22,Taylor,192,0.5,6190,15.6
2001,F,25,Sydney,192,0.5,7137,18.3
1998,F,23,Natalie,192,0.5,7023,18.1
1998,M,44,Aaron,192,0.5,14944,36.6
1997,F,22,Rebecca,192,0.5,6991,18.3
1994,M,39,Connor,192,0.5,16099,40.7
1994,M,40,Timothy,192,0.5,16291,41.2
1993,F,25,Katherine,192,0.5,8569,22.3
1986,M,44,Paul,192,0.5,19370,54.5
1980,F,30,Anna,192,0.6,10906,33.1
2013,F,18,Chloe,191,0.5,4823,11.5
2012,F,19,Lillian,191,0.4,"5,116",12.0
2012,F,20,Zoey,191,0.4,"5,307",12.4
2011,M,38,Evan,191,0.4,"10,591",23.7
2009,M,43,Carter,191,0.4,"12,012",26.3
2009,M,44,Hunter,191,0.4,"12,203",26.7
2006,F,21,Ashley,191,0.5,5993,14.2
2004,F,23,Alyssa,191,0.5,6381,16.1
1997,F,23,Sydney,191,0.5,7182,18.8
1996,F,22,Rebecca,191,0.5,6799,18.0
1995,M,39,Taylor,191,0.5,15302,39.0
1991,F,32,Alexandra,191,0.5,11337,29.0
1991,M,48,Adam,191,0.5,20559,50.3
1989,M,50,Stephen,191,0.5,20784,53.8
1988,M,47,Charles,191,0.5,20095,54.1
1983,M,43,Zachary,191,0.5,20229,57.2
2011,M,39,Oliver,190,0.4,"10,781",24.2
2009,F,19,Hannah,190,0.4,5382,12.4
2008,F,18,Addison,190,0.4,"5,352",12.1
2008,F,19,Hailey,190,0.4,"5,542",12.5
2008,M,44,Luke,190,0.4,12446,27.0
2007,F,20,Ashley,190,0.4,5902,13.7
2006,M,47,Cameron,190,0.4,13392,30.1
2005,M,48,Angel,190,0.4,13361,31.6
2000,F,24,Rachel,190,0.5,7225,18.3
1997,F,24,Jennifer,190,0.5,7372,19.3
1997,M,39,Tanner,190,0.5,14393,36.0
1996,M,39,Caleb,190,0.5,14719,36.8
1994,M,41,Sean,190,0.5,16481,41.7
1993,F,26,Alexis,190,0.5,8759,22.7
1991,F,33,Christina,190,0.5,11527,29.5
1985,M,46,Cody,190,0.5,20257,56.5
1980,F,31,Katie,190,0.6,11096,33.6
2010,M,40,Jack,189,0.4,"11,092",25.1
2009,M,45,John,189,0.4,"12,392",27.1
2008,M,45,Zachary,189,0.4,12635,27.4
2004,M,44,Luke,189,0.4,12915,30.7
2001,M,44,Isaiah,189,0.5,13713,33.8
1999,F,25,Victoria,189,0.5,7384,19.1
1994,M,42,Brian,189,0.5,16670,42.1
1990,F,34,Sara,189,0.5,12256,31.6
1988,F,34,Katie,189,0.5,11723,33.2
2013,M,35,Landon,188,0.4,"9,622",21.5
2011,F,18,Amelia,188,0.4,"4,931",11.7
2010,M,41,Brayden,188,0.4,"11,280",25.5
2010,M,42,Ryan,188,0.4,"11,468",25.9
2009,F,20,Lillian,188,0.4,5570,12.8
2009,M,46,Connor,188,0.4,"12,580",27.5
2007,F,21,Alyssa,188,0.4,6090,14.1
2007,F,22,Sarah,188,0.4,6278,14.5
2007,M,46,Angel,188,0.4,13225,28.9
2006,F,22,Taylor,188,0.4,6181,14.6
2005,F,21,Taylor,188,0.5,5890,14.6
2004,M,45,Hunter,188,0.4,13103,31.1
2002,M,45,Jordan,188,0.5,13642,33.7
1999,M,42,Aaron,188,0.5,14300,35.0
1998,F,24,Kayla,188,0.5,7211,18.6
1997,M,40,Ethan,188,0.5,14581,36.4
1993,F,27,Amber,188,0.5,8947,23.2
1993,F,28,Victoria,188,0.5,9135,23.7
1991,M,49,Ian,188,0.5,20747,50.7
1987,F,33,Angela,188,0.6,11502,33.8
1985,M,47,Stephen,188,0.5,20445,57.0
1983,M,44,Bryan,188,0.5,20417,57.8
2012,M,38,John,187,0.4,"10,370",23.2
2011,M,40,Dylan,187,0.4,"10,968",24.6
2008,M,46,John,187,0.4,12822,27.8
2002,M,46,Gavin,187,0.5,13829,34.2
1993,M,45,Derek,187,0.5,17988,44.7
1992,M,47,Scott,187,0.5,19594,47.6
1986,F,34,Kelsey,187,0.6,11682,34.5
1986,M,45,Derek,187,0.5,19557,55.0
1986,M,46,Jordan,187,0.5,19744,55.6
1985,M,48,Charles,187,0.5,20632,57.6
1984,M,46,Alexander,187,0.5,20318,57.4
1980,F,32,Julie,187,0.6,11283,34.2
2013,M,36,Nathan,186,0.4,"9,808",21.9
2012,F,21,Lily,186,0.4,"5,493",12.9
2012,M,39,Jonathan,186,0.4,"10,556",23.6
2010,M,43,Tyler,186,0.4,"11,654",26.3
2007,F,23,Mia,186,0.4,6464,15.0
2006,M,48,Angel,186,0.4,13578,30.5
2006,M,49,Wyatt,186,0.4,13764,30.9
2003,M,44,Jackson,186,0.5,13091,31.9
2000,F,25,Jennifer,186,0.5,7411,18.8
2000,F,26,Julia,186,0.5,7597,19.3
1994,M,43,Jose,186,0.5,16856,42.6
1993,F,29,Jasmine,186,0.5,9321,24.2
1993,F,30,Melissa,186,0.5,9507,24.7
1992,M,48,Ian,186,0.5,19780,48.0
1987,M,46,Mark,186,0.5,19903,55.1
1984,M,47,Charles,186,0.5,20504,57.9
1983,F,32,Lindsey,186,0.6,11798,35.4
1980,F,33,Heidi,186,0.6,11469,34.8
2013,F,19,Grace,185,0.4,5008,12.0
2013,F,20,Natalie,185,0.4,5193,12.4
2010,M,44,Oliver,185,0.4,"11,839",26.8
2008,F,20,Anna,185,0.4,"5,727",13.0
2008,M,47,Connor,185,0.4,13007,28.2
2008,M,48,Henry,185,0.4,13192,28.6
2007,M,47,Brandon,185,0.4,13410,29.3
2004,F,24,Sydney,185,0.5,6566,16.6
2003,F,23,Taylor,185,0.5,6616,16.8
2002,F,24,Victoria,185,0.5,6720,17.4
1999,M,43,Isaac,185,0.5,14485,35.5
1999,M,44,Nathaniel,185,0.5,14670,35.9
1994,M,44,Adam,185,0.5,17041,43.1
1992,M,49,Spencer,185,0.4,19965,48.5
1988,M,48,Derek,185,0.5,20280,54.6
1988,M,49,Paul,185,0.5,20465,55.1
1987,F,34,Chelsea,185,0.5,11687,34.3
1987,F,35,Erin,185,0.5,11872,34.8
1986,F,35,Angela,185,0.5,11867,35.1
1983,M,45,Patrick,185,0.5,20602,58.3
1982,F,31,Lindsey,185,0.5,11261,33.2
2013,F,21,Audrey,184,0.4,5377,12.9
2013,M,37,Levi,184,0.4,"9,992",22.3
2010,F,16,Alexis,184,0.4,"4,649",11.0
2008,F,21,Alexis,184,0.4,"5,911",13.4
2006,F,23,Lily,184,0.4,6365,15.0
2001,M,45,Mason,184,0.5,13897,34.2
1999,F,26,Jennifer,184,0.5,7568,19.5
1995,F,28,Katherine,184,0.5,8218,21.6
1995,F,29,Stephanie,184,0.5,8402,22.1
1994,M,45,Cameron,184,0.5,17225,43.5
1992,M,50,Connor,184,0.4,20149,48.9
1988,F,35,Erin,184,0.5,11907,33.7
2013,M,38,John,183,0.4,"10,175",22.7
2010,M,45,Hunter,183,0.4,"12,022",27.2
2010,M,46,Isaiah,183,0.4,"12,205",27.6
2009,M,47,Christian,183,0.4,"12,763",27.9
2003,M,45,Kyle,183,0.4,13274,32.4
2000,M,45,Robert,183,0.4,14726,35.4
1997,F,25,Morgan,183,0.5,7555,19.8
1994,F,30,Haley,183,0.5,9069,24.0
1991,M,50,Jeremy,183,0.4,20930,51.2
1988,M,50,Mark,183,0.5,20648,55.6
1985,F,35,Samantha,183,0.5,12351,35.9
1981,F,32,Kristin,183,0.5,11626,34.2
2012,F,22,Hannah,182,0.4,"5,675",13.3
2003,M,46,Gavin,182,0.4,13456,32.8
2002,F,25,Kayla,182,0.5,6902,17.9
2000,M,46,Evan,182,0.4,14908,35.9
1996,F,23,Madeline,182,0.5,6981,18.4
1996,M,40,Cameron,182,0.5,14901,37.2
1996,M,41,Ian,182,0.5,15083,37.7
1996,M,42,Tanner,182,0.5,15265,38.2
1993,F,31,Anna,182,0.5,9689,25.2
1992,F,33,Brianna,182,0.5,10800,27.9
1992,M,51,Patrick,182,0.4,20331,49.4
1987,F,36,Jamie,182,0.5,12054,35.4
1986,M,47,Jared,182,0.5,19926,56.1
1985,M,49,Paul,182,0.5,20814,58.1
1982,F,32,Shannon,182,0.5,11443,33.7
2012,M,40,Landon,181,0.4,"10,737",24.0
2011,M,41,Hunter,181,0.4,"11,149",25.0
2008,F,22,Taylor,181,0.4,"6,092",13.8
2006,M,50,John,181,0.4,13945,31.3
2005,M,49,Justin,181,0.4,13542,32.0
1999,M,45,Elijah,181,0.4,14851,36.4
1998,M,45,Tanner,181,0.4,15125,37.0
1993,F,32,Michelle,181,0.5,9870,25.6
1990,F,35,Caitlin,181,0.5,12437,32.1
1987,M,47,Stephen,181,0.5,20084,55.6
1985,M,50,Kenneth,181,0.5,20995,58.6
1981,F,33,Katherine,181,0.5,11807,34.7
2011,F,19,Addison,180,0.4,"5,111",12.1
2011,M,42,John,180,0.4,"11,329",25.4
2009,F,21,Evelyn,180,0.4,5750,13.2
2008,F,23,Audrey,180,0.4,"6,272",14.2
2007,M,48,Aaron,180,0.4,13590,29.7
2007,M,49,Luke,180,0.4,13770,30.1
2006,M,51,Thomas,180,0.4,"14,125",31.7
1998,M,46,Cole,180,0.4,15305,37.5
1997,M,41,Jose,180,0.4,14761,36.9
1996,M,43,Jose,180,0.4,15445,38.6
1995,F,30,Brianna,180,0.5,8582,22.6
1995,M,40,Trevor,180,0.5,15482,39.4
1994,F,31,Amber,180,0.5,9249,24.5
1993,F,33,Brianna,180,0.5,10050,26.1
1992,F,34,Christina,180,0.5,10980,28.4
1991,M,51,Dustin,180,0.4,21110,51.6
1989,F,35,Kimberly,180,0.5,12294,33.3
1986,M,48,Mark,180,0.5,20106,56.6
1983,M,46,Charles,180,0.5,20782,58.8
1983,M,47,Derek,180,0.5,20962,59.3
2013,F,22,Lily,179,0.4,5556,13.3
2011,M,43,Ryder,179,0.4,"11,508",25.8
2009,M,48,Jose,179,0.4,"12,942",28.3
2008,M,49,Landon,179,0.4,13371,29.0
2007,F,24,Anna,179,0.4,6643,15.4
2006,M,52,Brandon,179,0.4,"14,304",32.1
2005,F,22,Mia,179,0.4,6069,15.1
2003,M,47,Luke,179,0.4,13635,33.2
2002,F,26,Julia,179,0.5,7081,18.4
1999,M,46,Trevor,179,0.4,15030,36.8
1996,F,24,Courtney,179,0.5,7160,18.9
1996,F,25,Victoria,179,0.5,7339,19.4
1996,M,44,Logan,179,0.4,15624,39.1
1995,M,41,Connor,179,0.5,15661,39.9
1994,M,46,Tanner,179,0.5,17404,44.0
1990,M,51,Scott,179,0.4,21768,53.5
1986,M,49,Cody,179,0.5,20285,57.1
1983,M,48,Kenneth,179,0.5,21141,59.8
2012,M,41,Eli,178,0.4,"10,915",24.4
2011,M,44,Connor,178,0.4,"11,686",26.2
2007,M,50,Cole,178,0.4,13948,30.5
2007,M,51,Connor,178,0.4,14126,30.9
2007,M,52,Kevin,178,0.4,14304,31.3
2004,F,25,Jasmine,178,0.4,6744,17.0
2004,M,46,Owen,178,0.4,13281,31.5
2004,M,47,Thomas,178,0.4,13459,32.0
1998,F,25,Sierra,178,0.5,7389,19.1
1998,M,47,Gabriel,178,0.4,15483,37.9
1994,M,47,Caleb,178,0.4,17582,44.4
1993,M,46,Trevor,178,0.4,18166,45.1
1986,M,50,Charles,178,0.5,20463,57.6
2013,M,39,Jonathan,177,0.4,"10,352",23.1
2012,M,42,Dylan,177,0.4,"11,092",24.8
2007,M,53,Liam,177,0.4,14481,31.7
2002,F,27,Sydney,177,0.5,7258,18.8
2002,M,47,Ian,177,0.4,14006,34.6
2001,M,46,Jackson,177,0.4,14074,34.6
2000,F,27,Kayla,177,0.4,7774,19.7
1999,M,47,Alex,177,0.4,15207,37.3
1997,F,26,Hailey,177,0.5,7732,20.3
1997,M,42,Hunter,177,0.4,14938,37.3
1996,M,45,Brian,177,0.4,15801,39.5
1996,M,46,Hunter,177,0.4,15978,39.9
1996,M,47,Tristan,177,0.4,16155,40.4
1990,M,52,Ian,177,0.4,21945,54.0
1989,M,51,Austin,177,0.5,20961,54.3
1987,M,48,Paul,177,0.5,20261,56.1
1984,M,48,Derek,177,0.5,20681,58.4
1984,M,49,Jared,177,0.5,20858,58.9
2012,M,43,Brayden,176,0.4,"11,268",25.2
2011,F,20,Samantha,176,0.4,"5,287",12.5
2009,F,22,Hailey,176,0.4,5926,13.6
2009,M,49,Zachary,176,0.4,"13,118",28.7
2007,M,54,Wyatt,176,0.4,14657,32.1
2004,M,48,Ian,176,0.4,13635,32.4
2004,M,49,Jordan,176,0.4,13811,32.8
2004,M,50,Justin,176,0.4,13987,33.2
1999,F,27,Jasmine,176,0.5,7744,20.0
1998,F,26,Jennifer,176,0.5,7565,19.5
1998,F,27,Victoria,176,0.5,7741,20.0
1997,M,43,Ian,176,0.4,15114,37.8
1989,F,36,Alexandra,176,0.5,12470,33.8
1989,M,52,Taylor,176,0.5,21137,54.7
1981,F,34,Kelly,176,0.5,11983,35.2
1980,F,34,Kelly,176,0.5,11645,35.3
1980,M,46,Erik,176,0.5,20268,58.2
2013,M,40,Eli,175,0.4,"10,527",23.5
2013,M,41,Luke,175,0.4,"10,702",23.9
2012,F,23,Brooklyn,175,0.4,"5,850",13.7
2012,M,44,Evan,175,0.4,"11,443",25.6
2011,F,21,Zoe,175,0.4,"5,462",12.9
2009,M,50,Austin,175,0.4,"13,293",29.1
2008,M,50,Austin,175,0.4,13546,29.4
2008,M,51,Isaiah,175,0.4,"13,721",29.8
2008,M,52,Nicholas,175,0.4,"13,896",30.2
2006,M,53,Landon,175,0.4,"14,479",32.5
2005,F,23,Jessica,175,0.4,6244,15.5
2002,M,48,Cole,175,0.4,14181,35.1
2002,M,49,Kevin,175,0.4,14356,35.5
2000,F,28,Victoria,175,0.4,7949,20.2
1999,F,28,Amanda,175,0.5,7919,20.4
1998,F,28,Madeline,175,0.5,7916,20.4
1997,M,44,Alex,175,0.4,15289,38.2
1996,F,26,Katherine,175,0.5,7514,19.8
1992,M,52,Derek,175,0.4,20506,49.8
1991,M,52,Charles,175,0.4,21285,52.0
1990,F,36,Alexandra,175,0.5,12612,32.5
1990,M,53,Stephen,175,0.4,22120,54.4
1987,F,37,Anna,175,0.5,12229,35.9
1983,M,49,Stephen,175,0.5,21316,60.3
1982,M,45,Zachary,175,0.5,20375,57.3
1981,F,35,Anna,175,0.5,12158,35.8
1980,F,35,Katherine,175,0.5,11820,35.8
2013,F,23,Brooklyn,174,0.4,5730,13.7
2011,F,22,Zoey,174,0.4,"5,636",13.3
2011,M,45,Gavin,174,0.4,"11,860",26.6
2010,M,47,John,174,0.4,"12,379",28.0
2009,F,23,Anna,174,0.4,6100,14.0
2007,M,55,Henry,174,0.4,14831,32.5
2005,M,50,Thomas,174,0.4,13716,32.4
2000,F,29,Madeline,174,0.4,8123,20.6
2000,F,30,Nicole,174,0.4,8297,21.0
2000,M,47,Aaron,174,0.4,15082,36.3
2000,M,48,Elijah,174,0.4,15256,36.7
1999,M,48,Isaiah,174,0.4,15381,37.7
1999,M,49,Jared,174,0.4,15555,38.1
1999,M,50,Tanner,174,0.4,15729,38.5
1998,M,48,Kevin,174,0.4,15657,38.3
1997,F,27,Abigail,174,0.5,7906,20.7
1997,F,28,Victoria,174,0.5,8080,21.2
1995,F,31,Haley,174,0.5,8756,23.1
1990,M,54,Evan,174,0.4,22294,54.8
1989,F,37,Erin,174,0.5,12644,34.3
1989,M,53,Dustin,174,0.5,21311,55.2
1989,M,54,Trevor,174,0.5,21485,55.6
1987,M,49,Dustin,174,0.5,20435,56.5
1987,M,50,Samuel,174,0.5,20609,57.0
1986,M,51,Stephen,174,0.5,20637,58.1
2012,F,24,Zoe,173,0.4,"6,023",14.1
2008,M,53,Kevin,173,0.4,"14,069",30.5
2004,M,51,Aiden,173,0.4,14160,33.6
2004,M,52,Lucas,173,0.4,14333,34.0
2001,M,47,Jack,173,0.4,14247,35.1
2001,M,48,Kevin,173,0.4,14420,35.5
1999,M,51,Jack,173,0.4,15902,39.0
1998,F,29,Alexandra,173,0.4,8089,20.9
1997,F,29,Katherine,173,0.5,8253,21.7
1996,F,27,Olivia,173,0.5,7687,20.3
1996,F,28,Shelby,173,0.5,7860,20.8
1994,F,32,Emma,173,0.5,9422,24.9
1993,F,34,Sara,173,0.4,10223,26.6
1991,M,53,Jared,173,0.4,21458,52.5
1990,F,37,Tiffany,173,0.4,12785,33.0
1989,F,38,Anna,173,0.5,12817,34.7
1983,F,33,Shannon,173,0.5,11971,35.9
1981,M,45,Kenneth,173,0.5,20514,57.3
2013,M,42,Julian,172,0.4,"10,874",24.3
2012,F,25,Harper,172,0.4,"6,195",14.5
2011,F,23,Lillian,172,0.4,"5,808",13.7
2011,M,46,Brayden,172,0.4,"12,032",27.0
2010,F,17,Lillian,172,0.4,"4,821",11.4
2008,M,54,Carter,172,0.4,"14,241",30.9
2007,M,56,Aidan,172,0.4,15003,32.8
2007,M,57,Thomas,172,0.4,15175,33.2
2005,M,51,Jayden,172,0.4,13888,32.8
1999,M,52,Chase,172,0.4,16074,39.4
1996,F,29,Sierra,172,0.5,8032,21.2
1995,F,32,Olivia,172,0.5,8928,23.5
1995,M,42,Timothy,172,0.4,15833,40.3
1993,M,47,Adam,172,0.4,18338,45.5
1993,M,48,Travis,172,0.4,18510,46.0
1990,M,55,Charles,172,0.4,22466,55.3
1984,F,33,Shannon,172,0.5,11647,34.7
2012,M,45,Connor,171,0.4,"11,614",26.0
2010,F,18,Addison,171,0.4,"4,992",11.8
2008,F,24,Lillian,171,0.4,"6,443",14.6
2004,M,53,Jayden,171,0.4,14504,34.4
2002,M,50,Aidan,171,0.4,14527,35.9
2002,M,51,Evan,171,0.4,14698,36.3
2001,F,26,Jasmine,171,0.4,7308,18.8
1998,M,49,Isaiah,171,0.4,15828,38.7
1997,M,45,Chase,171,0.4,15460,38.6
1995,F,33,Kelsey,171,0.5,9099,24.0
1995,M,43,Adam,171,0.4,16004,40.8
1993,F,35,Haley,171,0.4,10394,27.0
1992,F,35,Alexis,171,0.4,11151,28.8
1990,F,38,Andrea,171,0.4,12956,33.4
1989,F,39,Cassandra,171,0.5,12988,35.2
1988,M,51,Dustin,171,0.5,20819,56.0
1984,F,34,Alicia,171,0.5,11818,35.3
1984,M,50,Bryan,171,0.5,21029,59.4
1983,F,34,Kelly,171,0.5,12142,36.4
2006,M,54,Cole,170,0.4,"14,649",32.9
2005,M,52,Cameron,170,0.4,14058,33.2
2004,M,54,Cole,170,0.4,14674,34.9
2003,M,48,Isaiah,170,0.4,13805,33.7
2000,M,49,Mason,170,0.4,15426,37.1
1999,F,29,Sophia,170,0.4,8089,20.9
1998,F,30,Morgan,170,0.4,8259,21.3
1997,M,46,Eric,170,0.4,15630,39.0
1992,M,53,Adam,170,0.4,20676,50.2
1991,F,34,Cassandra,170,0.4,11697,30.0
1988,F,36,Alyssa,170,0.5,12077,34.2
1986,F,36,Lisa,170,0.5,12037,35.6
1985,M,51,Samuel,170,0.5,21165,59.0
1981,M,46,Bryan,170,0.5,20684,57.8
2011,F,24,Audrey,169,0.4,"5,977",14.1
2006,M,55,Jordan,169,0.4,"14,818",33.3
2003,F,24,Ella,169,0.4,6785,17.2
2002,M,52,Cody,169,0.4,14867,36.7
2002,M,53,Nathaniel,169,0.4,15036,37.2
1997,F,30,Alexandra,169,0.4,8422,22.1
1997,F,31,Julia,169,0.4,8591,22.5
1996,F,30,Abigail,169,0.4,8201,21.7
1995,M,44,Steven,169,0.4,16173,41.2
1992,F,36,Heather,169,0.4,11320,29.3
1988,F,37,Caitlin,169,0.5,12246,34.6
1987,F,38,Katie,169,0.5,12398,36.4
1987,M,51,Charles,169,0.5,20778,57.5
2013,M,43,Connor,168,0.4,"11,042",24.7
2013,M,44,Evan,168,0.4,"11,210",25.0
