airline,country,status
RegionsAir,USA,Inactive
Regourd Aviation,France,Active
Religare,India,Active
Reno Air,USA,Inactive
Republic Airlines,USA,Inactive
Republic Airways,USA,Active
Republic of Tunesia,Tunisia,Active
Republicair,Mexico,Inactive
Republique du Senegal,Senegal,Active
REX Regional Express,Australia,Active
RFG - Regionalflug,Germany,Inactive
Rheinland Air Services,Germany,Active
Rheintalflug,Austria,Inactive
Regional CAE,France,Active
Regional Lineas Aereas,Spain,Inactive
Regional Pacific Airlines,Australia,Inactive
Regional Paraguaya,Paraguay,Inactive
Regional Wings,Spain,Inactive
Regionnair,Seychelles,Inactive
Regionnair,Canada,Inactive
RegionsAir,USA,Inactive
Regourd Aviation,France,Active
Religare,India,Active
Reno Air,USA,Inactive
Republic Airlines,USA,Inactive
Republic Airways,USA,Active
Republic of Tunesia,Tunisia,Active
Republicair,Mexico,Inactive
Republique du Senegal,Senegal,Active
REX Regional Express,Australia,Active
RFG - Regionalflug,Germany,Inactive
Rheinland Air Services,Germany,Active
Rheintalflug,Austria,Inactive
Rheintalflug,Austria,Inactive
Riair,Latvia,Inactive
Riau Airlines,Indonesia,Inactive
Rich International Airways,USA,Inactive
Rico Linhas Aereas,Brazil,Inactive
Rio Baker,Chile,Active
Rio Linhas Aereas,Brazil,Active
Rio Sul,Brazil,Inactive
Rizon Jet,United Arab Emirates,Active
Roan Air,Zambia,Inactive
Rocky Mountain Airways,USA,Inactive
RollinsAir,Honduras,Active
Romavia,Romania,Inactive
Roots Air,Canada,Inactive
Rose Air,Turkey,Inactive
Rossair,South Africa,Active
Rossair Europe,Netherlands,Inactive
Rossair Kenya,Kenya,Inactive
Rossiya,Russia,Active
Rotana Jet,United Arab Emirates,Active
Rheintalflug,Austria,Inactive
Riair,Latvia,Inactive
Riau Airlines,Indonesia,Inactive
Rich International Airways,USA,Inactive
Rico Linhas Aereas,Brazil,Inactive
Rio Baker,Chile,Active
Rio Linhas Aereas,Brazil,Active
Rio Sul,Brazil,Inactive
Rizon Jet,United Arab Emirates,Active
Roan Air,Zambia,Inactive
Rocky Mountain Airways,USA,Inactive
RollinsAir,Honduras,Active
Romavia,Romania,Inactive
Roots Air,Canada,Inactive
Rose Air,Turkey,Inactive
Rossair,South Africa,Active
Rossair Europe,Netherlands,Inactive
Rossair Kenya,Kenya,Inactive
Rossiya,Russia,Active
Rotana Jet,United Arab Emirates,Active
Rotterdam Airlines,Netherlands,Inactive
Royal Air Cambodge,Cambodia,Inactive
Royal Air Force,United Kingdom,Active
Royal Air Maroc,Morocco,Active
Royal Air Maroc Express,Morocco,Active
Royal Airlines,Canada,Inactive
Royal Aruban Airlines,Aruba,Inactive
Royal Australian Air Force,Australia,Active
Royal Aviation,Canada,Inactive
Royal Bengal Airlines,Bangladesh,Inactive
Royal Brunei Airlines,Brunei Darussalam,Active
Royal Falcon,Jordan,Active
Royal Flight,Russia,Active
Royal Flight Oman,Oman,Active
Royal Jet,United Arab Emirates,Active
Royal Jordanian Airlines,Jordan,Active
Royal Khmer Airlines,Cambodia,Inactive
Royal Nepal Airlines,Nepal,Inactive
Royal Netherlands Air Force,Netherlands,Active
Royal Saudi Air Force,Saudia Arabia,Active
Rotterdam Airlines,Netherlands,Inactive
Royal Air Cambodge,Cambodia,Inactive
Royal Air Force,United Kingdom,Active
Royal Air Maroc,Morocco,Active
Royal Air Maroc Express,Morocco,Active
Royal Airlines,Canada,Inactive
Royal Aruban Airlines,Aruba,Inactive
Royal Australian Air Force,Australia,Active
Royal Aviation,Canada,Inactive
Royal Bengal Airlines,Bangladesh,Inactive
Royal Brunei Airlines,Brunei Darussalam,Active
Royal Falcon,Jordan,Active
Royal Flight,Russia,Active
Royal Flight Oman,Oman,Active
Royal Jet,United Arab Emirates,Active
Royal Jordanian Airlines,Jordan,Active
Royal Khmer Airlines,Cambodia,Inactive
Royal Nepal Airlines,Nepal,Inactive
Royal Netherlands Air Force,Netherlands,Active
Royal Saudi Air Force,Saudia Arabia,Active
Royal Swazi,Swaziland,Inactive
Royal Thai Air Force,Thailand,Active
Royal Tongan Airlines,Tonga,Inactive
Royal West Airlines,USA,Inactive
Royal Wings,Jordan,Active
RPX Airlines,Indonesia,Inactive
Rubloff Jet Express,USA,Inactive
Ruili Airlines,China,Active
RUS Aviation,United Arab Emirates,Active
Rusline,Russia,Active
RUTACA,Venezuela,Active
Rwandair,Rwanda,Active
Ryan Int,USA,Inactive
Ryanair,Ireland,Active
Ryanair (Buzz),United Kingdom,Inactive
Ryjet Aerotaxis del Mediterraneo,Spain,Inactive
Rym Airlines,Algeria,Inactive
Ryukyu Air Commuter,Japan,Active
Royal Swazi,Swaziland,Inactive
Royal Thai Air Force,Thailand,Active
Royal Tongan Airlines,Tonga,Inactive
Royal West Airlines,USA,Inactive
Royal Wings,Jordan,Active
RPX Airlines,Indonesia,Inactive
Rubloff Jet Express,USA,Inactive
Ruili Airlines,China,Active
RUS Aviation,United Arab Emirates,Active
Rusline,Russia,Active
RUTACA,Venezuela,Active
Rwandair,Rwanda,Active
Ryan Int,USA,Inactive
Ryanair,Ireland,Active
Ryanair (Buzz),United Kingdom,Inactive
Ryjet Aerotaxis del Mediterraneo,Spain,Inactive
Rym Airlines,Algeria,Inactive
Ryukyu Air Commuter,Japan,Active
S7 Siberia Airlines,Russia,Active
SA Alliance Air,Uganda,Inactive
Saab,Sweden,Inactive
Saad Air,Bahrain,Inactive
Saarland Airlines,Germany,Inactive
Sabena,Belgium,Inactive
Sabre Airways,United Kingdom,Inactive
Saeaga Airlines,Malaysia,Inactive
SAERCA,Colombia,Active
Saereo,Ecuador,Active
SAERO,Ecuador,Active
SAETA Air Ecuador,Ecuador,Inactive
Safair,South Africa,Active
Safari Express,Tanzania,Active
Safi Airways,Afghanistan,Active
Saga Airlines,Turkey,Inactive
Sagittair,Italy,Inactive
Saha Airlines,Iran,Active
Sahand Airlines,Ukraine,Active
Sahara African Aviation,South Africa,Active
Sahara India Airlines,India,Inactive
SAHSA,Honduras,Inactive
Saicus Air,Spain,Inactive
Saint-Ex Cargo,Mexico,Inactive
Sakha Airlines,Russia,Inactive
SAL Express,Sao Tome and Principes,Active
Salair,USA,Inactive
SAM Colombia,Colombia,Inactive
SAM Intercontinental,Mali,Active
SAMA,Saudia Arabia,Inactive
Samair,Slovakia,Active
SANSA,Costa Rica,Inactive
Santaco Airlines,South Africa,Inactive
Sao Conrado Taxi Aereo,Brazil,Active
Sapsan,Kazakhstan,Active
Saratov Airlines,Russia,Active
Saravia,Russia,Inactive
SARO,Mexico,Inactive
SAS,Sweden,Active
SAS Braathens,Norway,Inactive
Sahara India Airlines,India,Inactive
SAHSA,Honduras,Inactive
Saicus Air,Spain,Inactive
Saint-Ex Cargo,Mexico,Inactive
Sakha Airlines,Russia,Inactive
SAL Express,Sao Tome and Principes,Active
Salair,USA,Inactive
SAM Colombia,Colombia,Inactive
SAM Intercontinental,Mali,Active
SAMA,Saudia Arabia,Inactive
Samair,Slovakia,Active
SANSA,Costa Rica,Inactive
Santaco Airlines,South Africa,Inactive
Sao Conrado Taxi Aereo,Brazil,Active
Sapsan,Kazakhstan,Active
Saratov Airlines,Russia,Active
Saravia,Russia,Inactive
SARO,Mexico,Inactive
SAS,Sweden,Active
SAS Braathens,Norway,Inactive
SAS Norge,Norway,Inactive
SAS Norlink,Sweden,Inactive
SAT Airlines,Russia,Inactive
SATA Air Acores,Portugal,Active
SATA International,Portugal,Active
SATENA,Colombia,Active
Saudi Arabian Airlines,Saudia Arabia,Active
Saudi Arabian Gvmt,Saudia Arabia,Active
Saudi NAO,Saudia Arabia,Active
Saudi Royal Flight,Saudia Arabia,Active
Saudia,Saudia Arabia,Inactive
SBA Airlines,Venezuela,Active
Scan Con Airways,Denmark,Inactive
Scanair,Sweden,Inactive
Scanderbeg Air,Albania,Inactive
SCAT Airlines,Kazakhstan,Active
SCD Aviation,Gabon,Inactive
Schreiner Airways,Netherlands,Inactive
Schreiner Airways Cameroon,Cameroon,Inactive
Scoot,Singapore,Active
SAS Norge,Norway,Inactive
SAS Norlink,Sweden,Inactive
SAT Airlines,Russia,Inactive
SATA Air Acores,Portugal,Active
SATA International,Portugal,Active
SATENA,Colombia,Active
Saudi Arabian Airlines,Saudia Arabia,Active
Saudi Arabian Gvmt,Saudia Arabia,Active
Saudi NAO,Saudia Arabia,Active
Saudi Royal Flight,Saudia Arabia,Active
Saudia,Saudia Arabia,Inactive
SBA Airlines,Venezuela,Active
Scan Con Airways,Denmark,Inactive
Scanair,Sweden,Inactive
Scanderbeg Air,Albania,Inactive
SCAT Airlines,Kazakhstan,Active
SCD Aviation,Gabon,Inactive
Schreiner Airways,Netherlands,Inactive
Schreiner Airways Cameroon,Cameroon,Inactive
Scoot,Singapore,Active
Scorpio Aviation,Egypt,Inactive
ScotAirways,United Kingdom,Inactive
SEAA - Servicos Executivos Aereos de Angola,Angola,Active
Seaboard World,USA,Inactive
Seaborne Airlines,USA,Active
Seagle Air,Slovakia,Inactive
Seair,Philippines,Active
Securite Civile,France,Active
Semeiavia,Kazakhstan,Inactive
Sempati,Indonesia,Inactive
Senegal Airlines,Senegal,Active
Services Air,"Congo, Democratic Republic of",Active
Servicios Aereos de Los Andes,Peru,Active
Servicios Aerolineas Mexicanas,Mexico,Inactive
ServisAir,Angola,Inactive
Servivensa,Venezuela,Active
SETE Linhas Aereas,Brazil,Active
SETRA-Banco de Mexico,Mexico,Active
Seulawah,Indonesia,Inactive
Seven Air,Spain,Inactive
Scorpio Aviation,Egypt,Inactive
ScotAirways,United Kingdom,Inactive
SEAA - Servicos Executivos Aereos de Angola,Angola,Active
Seaboard World,USA,Inactive
Seaborne Airlines,USA,Active
Seagle Air,Slovakia,Inactive
Seair,Philippines,Active
Securite Civile,France,Active
Semeiavia,Kazakhstan,Inactive
Sempati,Indonesia,Inactive
Senegal Airlines,Senegal,Active
Services Air,"Congo, Democratic Republic of",Active
Servicios Aereos de Los Andes,Peru,Active
Servicios Aerolineas Mexicanas,Mexico,Inactive
ServisAir,Angola,Inactive
Servivensa,Venezuela,Active
SETE Linhas Aereas,Brazil,Active
SETRA-Banco de Mexico,Mexico,Active
Seulawah,Indonesia,Inactive
Seven Air,Spain,Inactive
Sevenair,Tunisia,Inactive
Severstal,Russia,Active
SF Airlines,China,Active
Shabair,Congo,Inactive
Shaheen Air,Pakistan,Active
Shan Xi Airlines,China,Active
Shandong Airlines,China,Active
Shanghai Airlines,China,Active
Shantou Airlines,China,Inactive
Shenzhen Airlines,China,Active
Shorouk Air,Egypt,Inactive
Shuttle America,USA,Active
Sichuan Airlines,China,Active
Sideral Air Cargo,Brazil,Active
Siem Reap Airways International,Cambodia,Inactive
Sierra National Airlines,Sierra Leone,Inactive
Sierra Pacific,USA,Active
SiFly,Italy,Inactive
Silk Route Airways,Georgia,Inactive
Silk Way Airlines,Azerbaijan,Active
Sevenair,Tunisia,Inactive
Severstal,Russia,Active
SF Airlines,China,Active
Shabair,Congo,Inactive
Shaheen Air,Pakistan,Active
Shan Xi Airlines,China,Active
Shandong Airlines,China,Active
Shanghai Airlines,China,Active
Shantou Airlines,China,Inactive
Shenzhen Airlines,China,Active
Shorouk Air,Egypt,Inactive
Shuttle America,USA,Active
Sichuan Airlines,China,Active
Sideral Air Cargo,Brazil,Active
Siem Reap Airways International,Cambodia,Inactive
Sierra National Airlines,Sierra Leone,Inactive
Sierra Pacific,USA,Active
SiFly,Italy,Inactive
Silk Route Airways,Georgia,Inactive
Silk Way Airlines,Azerbaijan,Active
Silk Way West Airlines,Azerbaijan,Active
Silkair,Singapore,Active
Silver Air,Djibouti,Inactive
Silver Airways,USA,Active
Silver Arrows,Luxembourg,Inactive
Silver Sky Airlines,Argentina,Inactive
Silverjet,United Kingdom,Inactive
Singapore Airlines,Singapore,Active
SK Air,Cambodia,Inactive
Skippers Aviation,Australia,Active
Sky Air World,Australia,Inactive
Sky Airline,Chile,Active
Sky Airlines,Turkey,Inactive
Sky Aviation Indonesia,Indonesia,Active
Sky Bahamas,Bahamas,Active
Sky Bosnia,Bosnia-Hercegovina,Inactive
Sky Capital Airlines,Bangladesh,Inactive
Sky Express,Russia,Inactive
Sky Express Greece,Greece,Active
Sky Eyes,Thailand,Inactive
Silk Way West Airlines,Azerbaijan,Active
Silkair,Singapore,Active
Silver Air,Djibouti,Inactive
Silver Airways,USA,Active
Silver Arrows,Luxembourg,Inactive
Silver Sky Airlines,Argentina,Inactive
Silverjet,United Kingdom,Inactive
Singapore Airlines,Singapore,Active
SK Air,Cambodia,Inactive
Skippers Aviation,Australia,Active
Sky Air World,Australia,Inactive
Sky Airline,Chile,Active
Sky Airlines,Turkey,Inactive
Sky Aviation Indonesia,Indonesia,Active
Sky Bahamas,Bahamas,Active
Sky Bosnia,Bosnia-Hercegovina,Inactive
Sky Capital Airlines,Bangladesh,Inactive
Sky Express,Russia,Inactive
Sky Express Greece,Greece,Active
Sky Eyes,Thailand,Inactive
Sky King,USA,Active
Sky Pak Express,United Kingdom,Inactive
Sky Regional Airlines,Canada,Active
Sky Taxi,Poland,Active
Sky Team,Germany,Inactive
Sky Wings,Greece,Inactive
Sky Work Airlines,Switzerland,Inactive
Skyblue Airways,United Kingdom,Inactive
Skybus,USA,Inactive
SkyEurope Airlines,Slovakia,Inactive
SkyEurope Hungary,Hungary,Inactive
SkyExpress,Poland,Inactive
Skygate International,Swaziland,Inactive
SkyGreece Airlines,Greece,Active
Skyjet,Barbados,Active
Skyjet Brazil,Brazil,Inactive
SkyLease Cargo,USA,Active
Skyline,India,Inactive
SkyLink Arabia,United Arab Emirates,Inactive
Skymark Airlines,Japan,Active
Sky King,USA,Active
Sky Pak Express,United Kingdom,Inactive
Sky Regional Airlines,Canada,Active
Sky Taxi,Poland,Active
Sky Team,Germany,Inactive
Sky Wings,Greece,Inactive
Sky Work Airlines,Switzerland,Inactive
Skyblue Airways,United Kingdom,Inactive
Skybus,USA,Inactive
SkyEurope Airlines,Slovakia,Inactive
SkyEurope Hungary,Hungary,Inactive
SkyExpress,Poland,Inactive
Skygate International,Swaziland,Inactive
SkyGreece Airlines,Greece,Active
Skyjet,Barbados,Active
Skyjet Brazil,Brazil,Inactive
SkyLease Cargo,USA,Active
Skyline,India,Inactive
SkyLink Arabia,United Arab Emirates,Inactive
Skymark Airlines,Japan,Active
Skynet Airlines,Ireland,Inactive
Skynet Asia Airways,Japan,Inactive
Skypower Express Airways,Nigeria,Inactive
SkyService,Canada,Inactive
Skyservice USA,USA,Inactive
Skystar Airways,Thailand,Inactive
Skytraders,Australia,Active
Skytrans Regional,Australia,Active
Skyward Aviation,Canada,Inactive
Skyward International Aviation,Kenya,Active
Skyways,Argentina,Inactive
Skyways Airlines,Sweden,Inactive
SkyWest Airlines,Australia,Inactive
SkyWest USA,USA,Active
Skywings Asia Airlines,Cambodia,Active
Skywings International,Macedonia,Inactive
Slok Air,Gambia,Active
Slovak Airlines,Slovakia,Inactive
Slovakian Airlines,Slovakia,Inactive
Small Planet Airlines,Lithuania,Active
Skynet Airlines,Ireland,Inactive
Skynet Asia Airways,Japan,Inactive
Skypower Express Airways,Nigeria,Inactive
SkyService,Canada,Inactive
Skyservice USA,USA,Inactive
Skystar Airways,Thailand,Inactive
Skytraders,Australia,Active
Skytrans Regional,Australia,Active
Skyward Aviation,Canada,Inactive
Skyward International Aviation,Kenya,Active
Skyways,Argentina,Inactive
Skyways Airlines,Sweden,Inactive
SkyWest Airlines,Australia,Inactive
SkyWest USA,USA,Active
Skywings Asia Airlines,Cambodia,Active
Skywings International,Macedonia,Inactive
Slok Air,Gambia,Active
Slovak Airlines,Slovakia,Inactive
Slovakian Airlines,Slovakia,Inactive
Small Planet Airlines,Lithuania,Active
Small Planet Airlines (Estonia),Estonia,Inactive
Small Planet Airlines (Poland),Poland,Active
Smart Aviation,Egypt,Active
SmartLynx,Latvia,Active
SmartLynx Estonia,Estonia,Active
SmartWings,Czech Republic,Active
SN Brussels Airlines,Belgium,Inactive
SNAS,Saudia Arabia,Inactive
Snowflake,Sweden,Inactive
Sobelair,Belgium,Inactive
Soder Air,Finland,Inactive
Sol Air,Honduras,Inactive
Sol Airlines,Dominican Republic,Inactive
Sol del Paraguay,Paraguay,Inactive
Sol Lineas Aereas,Argentina,Active
Solar Air,Thailand,Inactive
Solar Cargo,Venezuela,Active
Solaris Airlines,Russia,Inactive
Solaseed Air,Japan,Active
Solenta Aviation,South Africa,Active
Small Planet Airlines (Estonia),Estonia,Inactive
Small Planet Airlines (Poland),Poland,Active
Smart Aviation,Egypt,Active
SmartLynx,Latvia,Active
SmartLynx Estonia,Estonia,Active
SmartWings,Czech Republic,Active
SN Brussels Airlines,Belgium,Inactive
SNAS,Saudia Arabia,Inactive
Snowflake,Sweden,Inactive
Sobelair,Belgium,Inactive
Soder Air,Finland,Inactive
Sol Air,Honduras,Inactive
Sol Airlines,Dominican Republic,Inactive
Sol del Paraguay,Paraguay,Inactive
Sol Lineas Aereas,Argentina,Active
Solar Air,Thailand,Inactive
Solar Cargo,Venezuela,Active
Solaris Airlines,Russia,Inactive
Solaseed Air,Japan,Active
Solenta Aviation,South Africa,Active
Solid Air,Netherlands,Inactive
Solinair,Slovenia,Active
Solitaire Air,Jordan,Inactive
Solomon Airlines,Solomon Islands,Active
Solyom Hungarian Airways,Hungary,Inactive
Somali Airlines,Somalia,Inactive
Somon Air,Tajikistan,Active
Sonair,Angola,Active
Song,USA,Inactive
Sophia Airlines,Ivory Coast,Inactive
Sosoliso,Nigeria,Inactive
South African Airlink,South Africa,Active
South African Airways,South Africa,Active
South African Express Airways,South Africa,Active
South African Gvmt,South Africa,Active
South Airlines,Ukraine,Inactive
South Atlantic Airways,Spain,Inactive
South East Europ,United Kingdom,Inactive
South Korean Air Force,South Korea,Active
South Winds Cargo,USA,Inactive
Solid Air,Netherlands,Inactive
Solinair,Slovenia,Active
Solitaire Air,Jordan,Inactive
Solomon Airlines,Solomon Islands,Active
Solyom Hungarian Airways,Hungary,Inactive
Somali Airlines,Somalia,Inactive
Somon Air,Tajikistan,Active
Sonair,Angola,Active
Song,USA,Inactive
Sophia Airlines,Ivory Coast,Inactive
Sosoliso,Nigeria,Inactive
South African Airlink,South Africa,Active
South African Airways,South Africa,Active
South African Express Airways,South Africa,Active
South African Gvmt,South Africa,Active
South Airlines,Ukraine,Inactive
South Atlantic Airways,Spain,Inactive
South East Europ,United Kingdom,Inactive
South Korean Air Force,South Korea,Active
South Winds Cargo,USA,Inactive
Southeast Airlines,USA,Inactive
Southeast European Airways,Greece,Inactive
Southeast Pacific Airways,Chile,Inactive
Southern Air,USA,Active
Southern Australia Airlines,Australia,Inactive
Southern Winds,Argentina,Inactive
Southwest Air Lines,Japan,Inactive
Southwest Airlines,USA,Active
Space World Airlines,Nigeria,Inactive
Spanair,Spain,Inactive
Spanish Air Force,Spain,Active
Spantax,Spain,Inactive
SpiceJet,India,Active
Spirit Airlines,USA,Active
Spirit of Africa,Sudan,Inactive
Spirit of Amer,USA,Inactive
Spirit of Manila Airlines,Philippines,Inactive
Spring Airlines,China,Active
Spring Airlines Japan,Japan,Active
Sprintair,Poland,Active
Southeast Airlines,USA,Inactive
Southeast European Airways,Greece,Inactive
Southeast Pacific Airways,Chile,Inactive
Southern Air,USA,Active
Southern Australia Airlines,Australia,Inactive
Southern Winds,Argentina,Inactive
Southwest Air Lines,Japan,Inactive
Southwest Airlines,USA,Active
Space World Airlines,Nigeria,Inactive
Spanair,Spain,Inactive
Spanish Air Force,Spain,Active
Spantax,Spain,Inactive
SpiceJet,India,Active
Spirit Airlines,USA,Active
Spirit of Africa,Sudan,Inactive
Spirit of Amer,USA,Inactive
Spirit of Manila Airlines,Philippines,Inactive
Spring Airlines,China,Active
Spring Airlines Japan,Japan,Active
Sprintair,Poland,Active
Srilankan Airlines,Sri Lanka,Active
Sriwijaya Air,Indonesia,Active
Star Air,Indonesia,Inactive
Star Air Cargo,South Africa,Active
Star Air Freight,Denmark,Active
Star Air Jordan,Jordan,Inactive
Star Air Tours,USA,Inactive
Star Airlines,France,Inactive
Star Airlines Macedonia,Macedonia,Inactive
Star Airways,Albania,Inactive
Star Aviation,Algeria,Active
Star Equatorial Airlines,Equatorial Guinea,Active
Star Europe,France,Inactive
Star Flyer,Japan,Active
Star Peru,Peru,Active
Star Up,Peru,Inactive
Star XL,Germany,Inactive
Star1 Airlines,Lithuania,Inactive
Starbow Airlines,Ghana,Active
Starflight,USA,Inactive
Srilankan Airlines,Sri Lanka,Active
Sriwijaya Air,Indonesia,Active
Star Air,Indonesia,Inactive
Star Air Cargo,South Africa,Active
Star Air Freight,Denmark,Active
Star Air Jordan,Jordan,Inactive
Star Air Tours,USA,Inactive
Star Airlines,France,Inactive
Star Airlines Macedonia,Macedonia,Inactive
Star Airways,Albania,Inactive
Star Aviation,Algeria,Active
Star Equatorial Airlines,Equatorial Guinea,Active
Star Europe,France,Inactive
Star Flyer,Japan,Active
Star Peru,Peru,Active
Star Up,Peru,Inactive
Star XL,Germany,Inactive
Star1 Airlines,Lithuania,Inactive
Starbow Airlines,Ghana,Active
Starflight,USA,Inactive
StarJet,United Arab Emirates,Inactive
StarLine KZ,Kazakhstan,Inactive
Stateswest,USA,Inactive
Stellar Airways,Congo,Inactive
Sterling Airlines,Denmark,Inactive
Sterling Airways,Denmark,Inactive
STP Airways,Sao Tome and Principes,Inactive
Strategic Airlines,Australia,Inactive
Strategic Airlines Luxembourg,Luxembourg,Inactive
Styrian Airways,Austria,Inactive
Sud Airlines,France,Inactive
Sudamericana de Aviacion,Ecuador,Active
Sudan Airways,Sudan,Active
Sukhoi Civil Aircraft,Russia,Active
Sultan Air,Turkey,Inactive
Sultan of Brunei,Brunei Darussalam,Inactive
Sultanair,Turkey,Inactive
Summit Airlines,USA,Inactive
Sun Air,South Africa,Inactive
Sun Air Egypt,Egypt,Inactive
StarJet,United Arab Emirates,Inactive
StarLine KZ,Kazakhstan,Inactive
Stateswest,USA,Inactive
Stellar Airways,Congo,Inactive
Sterling Airlines,Denmark,Inactive
Sterling Airways,Denmark,Inactive
STP Airways,Sao Tome and Principes,Inactive
Strategic Airlines,Australia,Inactive
Strategic Airlines Luxembourg,Luxembourg,Inactive
Styrian Airways,Austria,Inactive
Sud Airlines,France,Inactive
Sudamericana de Aviacion,Ecuador,Active
Sudan Airways,Sudan,Active
Sukhoi Civil Aircraft,Russia,Active
Sultan Air,Turkey,Inactive
Sultan of Brunei,Brunei Darussalam,Inactive
Sultanair,Turkey,Inactive
Summit Airlines,USA,Inactive
Sun Air,South Africa,Inactive
Sun Air Egypt,Egypt,Inactive
Sun Air Sudan,Sudan,Inactive
Sun Country Airlines,USA,Active
Sun d Or International Airlines,Israel,Inactive
Sun Express,Turkey,Active
Sun Express Deutschland,Germany,Active
Sun Jet International,USA,Inactive
Sun Land Airlines,USA,Inactive
Sun West,USA,Inactive
SunAdria Airlines,Croatia,Active
Sunbird Airways,USA,Inactive
Suncoast,USA,Inactive
Sunny Airways,Thailand,Inactive
Sunrock,Japan,Inactive
Sunstate Airlines,Australia,Active
Sunways,Turkey,Inactive
Sunways Airlines,Sweden,Inactive
Sunwest Aviation,Canada,Active
Sunwing Airlines,Canada,Active
Sunworld International,USA,Inactive
Supair,Germany,Inactive
Sun Air Sudan,Sudan,Inactive
Sun Country Airlines,USA,Active
Sun d Or International Airlines,Israel,Inactive
Sun Express,Turkey,Active
Sun Express Deutschland,Germany,Active
Sun Jet International,USA,Inactive
Sun Land Airlines,USA,Inactive
Sun West,USA,Inactive
SunAdria Airlines,Croatia,Active
Sunbird Airways,USA,Inactive
Suncoast,USA,Inactive
Sunny Airways,Thailand,Inactive
Sunrock,Japan,Inactive
Sunstate Airlines,Australia,Active
Sunways,Turkey,Inactive
Sunways Airlines,Sweden,Inactive
Sunwest Aviation,Canada,Active
Sunwing Airlines,Canada,Active
Sunworld International,USA,Inactive
Supair,Germany,Inactive
Superior Int AS,Canada,Inactive
Surinam Airways,Surinam,Active
Suvarnabhumi Airlines,Thailand,Inactive
Swazi Express Airways,Swaziland,Inactive
Swaziland Airlink,Swaziland,Active
Swe Fly,Sweden,Inactive
Swedair,Sweden,Inactive
Swedish Armed Forces,Sweden,Active
SwedJet,Sweden,Inactive
Swedline Express,Sweden,Inactive
Swift Air,USA,Active
Swift AirCargo,Singapore,Inactive
Swiftair,Spain,Active
Swiss European Airlines,Switzerland,Active
Swiss International Airlines,Switzerland,Active
Swiss Sun,Switzerland,Inactive
Swiss World Airways,Switzerland,Inactive
Swissair,Switzerland,Inactive
Syphax Airlines,Tunisia,Active
Syrian Arab Airlines,Syria,Active
Superior Int AS,Canada,Inactive
Surinam Airways,Surinam,Active
Suvarnabhumi Airlines,Thailand,Inactive
Swazi Express Airways,Swaziland,Inactive
Swaziland Airlink,Swaziland,Active
Swe Fly,Sweden,Inactive
Swedair,Sweden,Inactive
Swedish Armed Forces,Sweden,Active
SwedJet,Sweden,Inactive
Swedline Express,Sweden,Inactive
Swift Air,USA,Active
Swift AirCargo,Singapore,Inactive
Swiftair,Spain,Active
Swiss European Airlines,Switzerland,Active
Swiss International Airlines,Switzerland,Active
Swiss Sun,Switzerland,Inactive
Swiss World Airways,Switzerland,Inactive
Swissair,Switzerland,Inactive
Syphax Airlines,Tunisia,Active
Syrian Arab Airlines,Syria,Active
Syrian Pearl Airways,Syria,Inactive
Syrian Pearl Airways,Syria,Inactive
TAAG Angola Airlines,Angola,Active
TAB Cargo,Bolivia,Active
TABA,Brazil,Inactive
Taban Air,Iran,Active
TACA,El Salvador,Active
TACA Peru,Peru,Active
TACV,Cape Verde,Active
TAESA,Mexico,Inactive
TAF Linhas Aereas,Brazil,Inactive
Taftan Air,Iran,Inactive
TAG Aviation,USA,Active
TAG Aviation UK,United Kingdom,Active
Tahmid Air,Kazakhstan,Inactive
Tailwind Airlines,Turkey,Active
Taiwan Air Force,Taiwan,Active
Tajik Air,Tajikistan,Active
Tajikistan International Airlines,Tajikistan,Inactive
Talair,Papua New Guinea,Inactive
TAM,Brazil,Active
TAM - Transportes Aereos del Mercosur,Paraguay,Inactive
TAM Madagascar,Madagascar,Active
TAME,Ecuador,Active
TAMPA,Colombia,Inactive
Tandem Aero,Moldavia,Active
Tango,Canada,Inactive
TANS,Peru,Inactive
Tanzania Government,Tanzania,Active
TAP Air Portugal,Portugal,Active
TAPSA,Argentina,Inactive
Tarco Air,Sudan,Active
Tarhan Tower Airlines,Turkey,Inactive
TAROM,Romania,Active
TAS Airways,Italy,Inactive
Tasman Cargo Airlines,Australia,Active
Tassili Airlines,Algeria,Active
TAT,France,Inactive
TAT-British Airways,France,Inactive
Tatarstan Air,Russia,Inactive
Tatra Air,Slovakia,Inactive
Tavaj,Brazil,Inactive
TAM Madagascar,Madagascar,Active
TAME,Ecuador,Active
TAMPA,Colombia,Inactive
Tandem Aero,Moldavia,Active
Tango,Canada,Inactive
TANS,Peru,Inactive
Tanzania Government,Tanzania,Active
TAP Air Portugal,Portugal,Active
TAPSA,Argentina,Inactive
Tarco Air,Sudan,Active
Tarhan Tower Airlines,Turkey,Inactive
TAROM,Romania,Active
TAS Airways,Italy,Inactive
Tasman Cargo Airlines,Australia,Active
Tassili Airlines,Algeria,Active
TAT,France,Inactive
TAT-British Airways,France,Inactive
Tatarstan Air,Russia,Inactive
Tatra Air,Slovakia,Inactive
Tavaj,Brazil,Inactive
Taxi Aereo de Caldas,Colombia,Active
TEA,Belgium,Inactive
TEA Basel,Switzerland,Inactive
TEA Cyprus,Cyprus,Inactive
TEA Europe,France,Inactive
TEA France,France,Inactive
TEA Italy,Italy,Inactive
TEA Switzerland,Switzerland,Inactive
TEA UK,United Kingdom,Inactive
Teamline Air,Austria,Inactive
